,entity,label,count
653,"('Narva', 'mnt')",LOC,1
654,"('Pro', 'Kapitalil')",ORG,1
655,"('Riia',)",LOC,6
656,"('Stabu',)",ORG,1
657,"('Pro', 'Kapital')",ORG,1
658,"('Reformierakond',)",ORG,13
659,"('Reformierakonna',)",ORG,6
660,"('ETV',)",ORG,3
661,"('Eesti', 'Raadio')",ORG,1
662,"('Sideministeeriumi',)",ORG,1
663,"('Maksuameti',)",ORG,1
664,"('Äripäev',)",ORG,2
665,"('RAS', 'Ookean')",ORG,1
666,"('Tallinna', 'Hooldushaigla')",ORG,1
667,"('Sirje', 'Visnapuu')",PER,1
668,"('Visnapuu',)",PER,1
669,"('Maksimarket',)",PER,1
670,"('Kesko', 'SuperNetto')",ORG,1
671,"('Selver',)",ORG,1
672,"('Tartu', 'Kaubamaja')",ORG,1
673,"('Kesklinna', 'Kaubahall')",ORG,2
674,"('Hansakeskus',)",ORG,1
675,"('Tartu', 'linnavalitsuse')",ORG,1
676,"('Tartus',)",LOC,9
677,"('ASi', 'Emajõe', 'Ärikeskus')",ORG,1
678,"('Priit', 'Sauk')",PER,1
679,"('Sauk',)",PER,2
680,"('AS', 'Estiko')",ORG,1
681,"('Emajõe', 'Ärikeskuse')",ORG,1
682,"('ASi', 'Tallinna', 'Kaubamaja')",ORG,1
683,"('AS', 'A-Selver')",ORG,1
684,"('Selveri',)",LOC,1
685,"('Tallinna', 'Järve', 'Selveri')",ORG,1
686,"('Estikole',)",ORG,1
687,"('OÜ', 'GMP')",ORG,1
688,"('Tallinna-Tartu-Luhamaa',)",LOC,2
689,"('Maailmapanga',)",ORG,3
690,"('Eesti', 'riik')",LOC,5
691,"('Postimees',)",ORG,5
692,"('Tallinnast', 'Vaidani')",LOC,1
693,"('Kose',)",LOC,2
694,"('Vaida',)",LOC,1
695,"('Aruvalla',)",LOC,2
696,"('Maailmapank',)",ORG,1
697,"('Vaida-Aruvalla',)",LOC,2
698,"('Maanteeameti',)",ORG,1
699,"('Riho', 'Sõrmus')",PER,1
700,"('Mäoni',)",LOC,2
701,"('Koselt',)",LOC,2
702,"('Mäo',)",LOC,1
703,"('Sõrmus',)",PER,1
704,"('Eestil',)",LOC,7
705,"('Taistot',)",PER,1
706,"('Aap', 'Tänav')",PER,3
707,"('maksuameti',)",ORG,1
708,"('Tänav',)",PER,2
709,"('maksuametile',)",ORG,1
710,"('Eesti', 'Päevaleht')",ORG,5
711,"('Taistoga',)",PER,1
712,"('Tallinna-Tartu',)",LOC,3
713,"('Tartu', 'maavalitsusest')",ORG,1
714,"('Suure-Jaani', 'Bussile')",PER,1
715,"('Tallinna-Narva',)",LOC,2
716,"('Tallinna-Narva-Jõesuu',)",LOC,1
717,"('AS', 'SL', 'Bussiliinid')",ORG,1
718,"('AS-i', 'SL', 'Bussiliinid')",ORG,1
719,"('Urmas', 'Reigo')",PER,2
720,"('SL', 'Bussiliinid', 'Reigo')",ORG,1
721,"('Väike-Õismäe',)",PER,1
722,"('Kadaka',)",PER,1
723,"('SL',)",ORG,2
724,"('Reigo',)",PER,1
725,"('SL', 'Bussiliinid')",ORG,4
726,"('Soome', 'Savolinja', 'Grupi')",ORG,1
727,"('Tuomo', 'Honkanen')",PER,2
728,"('Savonlinja', 'Grupp')",PER,2
729,"('Vivendi',)",LOC,1
730,"('Connex', 'Finland')",PER,2
731,"('SL', 'Bussiliinid', 'Väike-Õismäe')",ORG,1
732,"('Kadaka',)",ORG,3
733,"('Keskerakonna',)",ORG,10
734,"('Edgar', 'Savisaare')",PER,1
735,"('Jakko', 'Väli')",PER,4
736,"('Tallinna', 'linnakohtu', 'halduskohtus')",ORG,1
737,"('Väli',)",PER,8
738,"('Ühispangaga',)",ORG,1
739,"('Välil',)",PER,1
740,"('Väliga',)",PER,1
741,"('Jakko', 'Välilt')",PER,3
742,"('Tallinna', 'linnakohtu')",ORG,5
743,"('Intrum', 'Justitia')",ORG,3
744,"('Intrum', 'Justitiale')",ORG,1
745,"('Tallinna', 'politsei')",ORG,1
746,"('Risto', 'Sepp')",PER,1
747,"('Finlux',)",PER,1
748,"('Tallinna', 'linnakohus')",ORG,4
749,"('Jakko', 'Välile')",PER,2
750,"('Tallinna', 'ringkonnakohus')",ORG,1
751,"('Tallinna', 'linnakohtus')",ORG,2
752,"('Harjumaal',)",LOC,3
753,"('Mähel', 'Randvere')",LOC,1
754,"('Saku',)",LOC,1
755,"('Tallinna', 'linnavolikogu')",ORG,1
756,"('Keskerakonnast',)",ORG,1
757,"('Bns',)",ORG,16
758,"('Marchel', 'Vichmannilt')",PER,1
759,"('Ameerika',)",LOC,14
760,"('Henrik', 'Aavik')",PER,1
761,"('Katrin', 'Lasn')",PER,1
762,"('Neste', 'Eesti', 'AS')",ORG,1
763,"('Raul', 'Reapi')",PER,1
764,"('Reap',)",PER,1
765,"('Honda',)",PER,1
766,"('AS', 'Veho')",ORG,1
767,"('Urmas', 'Jõgi')",PER,1
768,"('Jõgi',)",PER,1
769,"('Kaljo', 'Aameri')",PER,1
770,"('Aamer',)",PER,1
771,"('Frankfurti',)",LOC,1
772,"('Hamburgi',)",LOC,2
773,"('Kiievisse',)",LOC,1
774,"('Kopenhaagenisse',)",LOC,1
775,"('Londonisse',)",LOC,1
776,"('Vilniusse',)",LOC,1
777,"('Epl',)",PER,15
778,"('Sideamet',)",ORG,1
779,"('AS-i', 'Uninet')",ORG,1
780,"('Unineti',)",ORG,1
781,"('AS', 'Naviplast')",ORG,1
782,"('Jevgeni', 'Kogan')",PER,1
783,"('Naviplastil',)",LOC,1
784,"('Tallinna', 'Äripank')",ORG,1
785,"('Andres', 'Eilart')",PER,1
786,"('Viimsi', 'Vallavolikogu')",ORG,1
787,"('Viimsi', 'valda')",LOC,1
788,"('Muuga',)",ORG,2
789,"('Viimsi', 'Vallavalitsus')",ORG,2
790,"('Ruma',)",PER,1
791,"('Estonia', 'OÜ')",ORG,1
792,"('AS', 'Maves')",ORG,1
793,"('Muuga', 'lahe')",LOC,1
794,"('Vaivaras',)",LOC,1
795,"('Ruma', 'Estonia')",ORG,1
796,"('Daniel', 'Bain')",PER,1
797,"('Ruma',)",LOC,1
798,"('Muuga',)",LOC,1
799,"('Saksamaa', 'Hypo', 'Vereinsbank')",ORG,1
800,"('Piret', 'Tali')",PER,1
801,"('Reporter',)",PER,1
802,"('Johnny', 'Depp')",PER,1
803,"('Clint', 'Eastwood')",PER,1
804,"('John', 'Travolta')",PER,1
805,"('Ameerikas',)",LOC,4
806,"('Kanadas',)",LOC,3
807,"('Rein', 'Sikk')",PER,1
808,"('Rakvere',)",LOC,20
809,"('Signe', 'Kivi')",PER,1
810,"('Lääne-Viru',)",LOC,1
811,"('Kivi',)",PER,8
812,"('Palmse',)",LOC,11
813,"('Marko', 'Pomerants')",PER,1
814,"('Pomerants', 'Kivile')",PER,1
815,"('Palmsest',)",LOC,2
816,"('Pomerants',)",PER,1
817,"('Pomerantsi',)",PER,1
818,"('Palmsesse',)",LOC,1
819,"('Kaitseliit',)",ORG,1
820,"('KIRVED', 'OOTAVAD')",PER,1
821,"('Ago', 'Gaškov')",PER,1
822,"('Estonia',)",ORG,6
823,"('Palmses',)",LOC,1
824,"('Romi', 'Erlach')",PER,1
825,"('Jaak', 'Joala')",PER,2
826,"('Joala',)",PER,10
827,"('Eve', 'Viilupi')",PER,3
828,"('Valgre',)",LOC,1
829,"('Jesus', 'Christ', 'Superstari')",ORG,1
830,"(""Roxette'i"",)",PER,1
831,"('INGLISE',)",LOC,1
832,"('Viilup',)",PER,1
833,"('Bns', '/', 'epl')",ORG,1
834,"('Ameerika', 'Ühendriikide')",LOC,3
835,"('Ühendriikides',)",LOC,2
836,"('Martin', 'Luther', 'Kingi')",ORG,1
837,"('Ühendriikide',)",LOC,1
838,"('Raul', 'Meel')",PER,2
839,"('Andy', 'Warholi')",PER,8
840,"('Tshehhoslovakkiast',)",LOC,1
841,"('Andrej',)",PER,1
842,"('Julia', 'Warholale')",PER,1
843,"('Pittsburghis',)",LOC,2
844,"('Andrew',)",PER,1
845,"('Andrew', 'Warhola')",PER,1
846,"('Carnegie',)",PER,2
847,"('New', 'Yorki')",ORG,2
848,"('New', 'Yorgi')",ORG,3
849,"('Andy',)",PER,23
850,"('Ferus', 'Gallerys', 'Los', 'Angeleses')",ORG,1
851,"('Andy', 'Warhol')",PER,7
852,"('USAs',)",LOC,11
853,"('Warhol',)",PER,5
854,"('Pat', 'Hacketti')",PER,1
855,"('Hacketti',)",PER,1
856,"('Andyt',)",PER,1
857,"('TV',)",ORG,2
858,"('Warholi',)",PER,7
859,"('De', 'Kooningi')",ORG,1
860,"('Rothko',)",ORG,1
861,"('Newmani',)",ORG,1
862,"('Pollocki',)",PER,1
863,"('Pat', 'Hackett')",PER,1
864,"('Warhol', 'Pollocki')",PER,1
865,"('Jackson',)",PER,5
866,"('Timo', 'Valjakka')",ORG,1
867,"('Warholi', 'Helsingi-näitus')",PER,1
868,"('José', 'Mugrabe')",PER,1
869,"('Taani', 'Louisiana')",LOC,1
870,"('Hamburgi', 'Moodsa', 'Kunsti', 'Muuseumis', 'Warholi')",ORG,1
871,"('Tallinnas', 'Rotermanni', 'Soolalaos', 'USA', 'välisministeeriumi')",ORG,1
872,"('Marilyn', 'Monroe')",PER,1
873,"('Mao',)",PER,1
874,"('Päevikud',)",PER,2
875,"('Pat', 'Hackettile')",PER,1
876,"('John', 'Peter', 'Nilsson')",PER,1
877,"('New', 'Yorgi', 'Factory-nimelisse')",ORG,1
878,"('Michelangelo',)",PER,2
879,"('Firenzest',)",LOC,1
880,"('Rooma',)",LOC,2
881,"('Peetri',)",PER,1
882,"('Max', 'Bitter')",PER,1
883,"('Igor', 'SHprits')",PER,1
884,"('Põhhjas',)",PER,1
885,"('Peeter', 'Tammearu')",PER,1
886,"('Vadim', 'Fomitshev')",PER,1
887,"('Ago', 'Roo')",PER,1
888,"('Piret', 'Kalda')",PER,1
889,"('Triinu', 'Meriste')",PER,1
890,"('Andero', 'Ermel')",PER,1
891,"('Anne', 'Reemann', 'jt.')",PER,1
892,"('Scooter',)",PER,1
893,"('Moskvitshi',)",ORG,1
894,"('Max', 'Bitteri')",PER,1
895,"('Põhhjas',)",LOC,1
896,"('Igor', 'Zhpritsi')",PER,1
897,"('Zhpritsi',)",PER,1
898,"('Gorkiga',)",PER,1
899,"('Margot', 'Visnap')",PER,1
900,"('Eestimaa',)",LOC,3
901,"('Baltoscandal',)",LOC,1
902,"('Tallinna', 'Linnateater')",ORG,2
903,"('Baltoscandal',)",PER,1
904,"('LINNATEATER',)",PER,1
905,"('Linnateater',)",PER,1
906,"('kultuuriministeerium',)",ORG,1
907,"('Eesti', 'Kultuurkapital')",ORG,1
908,"('FESTIVALI',)",PER,1
909,"('Leedust',)",LOC,3
910,"('Lätist',)",LOC,2
911,"('Poolast',)",LOC,1
912,"('Saksamaalt',)",LOC,3
913,"('Ungarist',)",LOC,1
914,"('Austriast',)",LOC,1
915,"('Kama', 'Ginkase')",PER,1
916,"('Daniil', 'Ginki')",PER,1
917,"('Dostojevski',)",PER,2
918,"('Katerina', 'Ivanovna', 'Marmeladova')",PER,1
919,"('Katerina', 'Ivanovna')",PER,1
920,"('Oksana', 'Mõsina')",PER,1
921,"('K',)",ORG,1
922,"('ETTE',)",PER,1
923,"('Mõsina',)",PER,2
924,"('Usk', 'Katerina', 'Ivanovnasse')",PER,1
925,"('Makedoonias', 'Bitola')",LOC,1
926,"('Bitolasse',)",LOC,1
927,"('Avo', 'Keerend')",PER,1
928,"('Benjamin', 'Wasserman')",PER,1
929,"('Ilmar', 'Kruusamäe')",PER,1
930,"('Peeter', 'Allik')",PER,1
931,"('Kelli', 'Kagovere')",PER,1
932,"('Sirje', 'Eelma')",PER,1
933,"('Raul', 'Meele')",PER,1
934,"('Trinitas',)",ORG,1
935,"('Bitola',)",LOC,1
936,"('Hollandi',)",LOC,7
937,"('NRC', 'Handelsblad')",ORG,1
938,"('Jaan', 'Krossist')",PER,1
939,"('Arthur', 'Langeveld')",PER,1
940,"('Martensi',)",PER,1
941,"('Langeveld',)",PER,1
942,"('Kross',)",ORG,1
943,"('Kuuba',)",LOC,1
944,"('Havannas',)",LOC,1
945,"('John', 'Lennonile')",PER,1
946,"('José', 'Villa')",PER,1
947,"('Fidel', 'Castro')",PER,1
948,"('Lennoni', ""Imagine'ist"")",PER,1
949,"('Ricardo', 'Alarcón')",PER,1
950,"('Lennoni',)",PER,1
951,"('CIA',)",ORG,1
952,"('Lennoni',)",ORG,1
953,"('Luure', 'Keskagentuuris')",ORG,1
954,"('Jossif', 'Stalini')",PER,1
955,"('Boriss', 'Jefimov')",PER,1
956,"('Kremli',)",ORG,3
957,"('Tarmo', 'Vahteri')",PER,1
958,"('Jefimoviga',)",PER,1
959,"('Areenis',)",PER,1
960,"('Eesti', 'Arhitektuurimuuseum')",ORG,1
961,"('Karin', 'Hallase')",PER,1
962,"('Hanno', 'Kompuse')",PER,1
963,"('Edgar', 'Johan', 'Kuusikule')",PER,1
964,"('Tiina', 'Tammeti')",PER,1
965,"('Nora', 'Tammoja')",PER,1
966,"('Triin', 'Ojari')",PER,1
967,"('Mustamäe',)",ORG,1
968,"('Eugen', 'Sachariase')",PER,1
969,"('Nikolai', 'Kusmini')",PER,1
970,"('NU',)",ORG,1
971,"('Nordic', 'Art', 'Review')",ORG,1
972,"('Bristolis',)",LOC,1
973,"(""Duchamp'i"", 'kohver')",PER,1
974,"('Heie', 'Treier')",PER,2
975,"('Roy', 'Exley')",PER,1
976,"('Inglismaa',)",LOC,5
977,"(""Duchamp'i"",)",PER,1
978,"('Eve', 'Kiiler')",PER,1
979,"('Inessa', 'Josing')",PER,1
980,"('Leonhard', 'Lapin')",PER,1
981,"('Kadi', 'Estland')",PER,1
982,"('Soosalu',)",LOC,1
983,"('Ede', 'Kurvel')",PER,1
984,"('Urve', 'Küttner')",PER,1
985,"('Ede', 'Kurreli')",PER,1
986,"('Peeter', 'Alliku')",PER,1
987,"('Curiosities',)",PER,1
988,"('Viljandi',)",LOC,5
989,"('Paul', 'Kondase')",PER,4
990,"('Viljandi', 'linna')",LOC,1
991,"('Tiiu', 'Männiste')",PER,1
992,"('Tiiu', 'Allikvee')",PER,1
993,"('Kondase',)",PER,1
994,"('Christie',)",PER,1
995,"('George', 'Washingtoni')",PER,2
996,"('George', 'Washington')",PER,1
997,"('Washingtoni',)",PER,6
998,"('John', 'Ramage')",PER,1
999,"('Washingtonist',)",PER,1
1000,"('John', ""Ramage'i"")",PER,1
1001,"('Dublinis',)",LOC,1
1002,"('Ramage',)",PER,1
1003,"('New', 'Yorgis')",ORG,2
1004,"('The', 'Times')",ORG,1
1005,"('Susan', 'Kleckner', 'Christie')",PER,1
1006,"('Linnar', 'Priimägi')",PER,3
1007,"('Kunstikriitik',)",ORG,1
1008,"('Saksa',)",LOC,11
1009,"('Tallinna', 'Kunstihoones')",ORG,1
1010,"('Robini',)",PER,1
1011,"('Will', ""McBride'i"")",ORG,1
1012,"('Evi',)",PER,1
1013,"('Magda',)",PER,1
1014,"('Lapper', 'Vespaga')",PER,1
1015,"('Fassbinderi',)",PER,1
1016,"(""Reichskunst'is"",)",LOC,1
1017,"('Horst', 'Wackerbarthi')",PER,1
1018,"('Thomas', 'Ruschi')",PER,1
1019,"('Rakvere', 'teater')",ORG,1
1020,"('Eric-Emmanuel', 'Schmitti')",PER,1
1021,"('Ain', 'Prosa')",PER,1
1022,"('Hannes', 'Prikk')",PER,1
1023,"('Tarvo', 'Sõmer')",PER,1
1024,"('Ülle', 'Lichtfeldt', 'jt.')",PER,1
1025,"('Schmitti',)",PER,1
1026,"('Karl', 'Kello')",PER,1
1027,"('Ruta', 'Celma')",PER,1
1028,"('Arvo', 'Vilu')",PER,1
1029,"('Mihkel', 'Raud')",PER,1
1030,"('Agatha', 'Christie')",PER,1
1031,"('Eesti', 'Televisioonis')",ORG,1
1032,"('TUNDED', 'PUUDUVAD')",PER,1
1033,"(""Roxette'i"",)",LOC,1
1034,"('Maria', 'McKee')",PER,1
1035,"('Siiri', 'Sisaski')",PER,1
1036,"('Anastassia', 'Berestovaja')",PER,1
1037,"('Alanis', ""Morissette'i"")",PER,1
1038,"('Heili', 'Vaus-tamm')",PER,1
1039,"('Lauri', 'Väinmaa')",ORG,1
1040,"('Väinmaa',)",ORG,1
1041,"('Toivo', 'Tulev')",PER,1
1042,"('Alfred', 'Schnittke')",PER,1
1043,"('Beethoven',)",ORG,1
1044,"('Tulevi',)",PER,2
1045,"('SCHNITTKE',)",PER,1
1046,"('SELGED',)",PER,1
1047,"('Tulevit',)",PER,1
1048,"('Schnittket',)",PER,1
1049,"('Tulevi-plokk', 'Schnittke')",PER,1
1050,"('Beethoveni',)",ORG,1
1051,"('Schnittke',)",PER,1
1052,"('Baltimaade',)",LOC,3
1053,"('Gidon', 'Kremer')",PER,1
1054,"('Kremer',)",PER,1
1055,"('Kremerata', 'Baltica')",ORG,1
1056,"('Prokofjevi',)",LOC,1
1057,"('Mahleri',)",PER,1
1058,"('Dinu', 'Lipatti')",ORG,1
1059,"('Gia', 'Kantšeli')",PER,1
1060,"('Müncheni',)",LOC,1
1061,"('NHL',)",ORG,1
1062,"('Colorado', 'Avalanche')",ORG,1
1063,"('Columbus', 'Blue', 'Jacket')",PER,1
1064,"('Colorado',)",LOC,5
1065,"('Patrick', 'Roy')",PER,1
1066,"('San', 'Jose', 'Sharksi')",ORG,1
1067,"('Jevgeni', 'Nabokoviga')",PER,1
1068,"('Columbuse',)",PER,2
1069,"('Avalanchel',)",PER,1
1070,"('Minnesota', 'Wildi')",PER,1
1071,"('NHL-i',)",ORG,1
1072,"('Marc', 'Denis')",PER,1
1073,"('Colorado',)",PER,2
1074,"('Adam', 'Deadmarsh')",PER,2
1075,"('Joe', 'Sakic')",PER,2
1076,"('Mogilnõilt',)",PER,1
1077,"('New', 'Jersey', 'Devils')",ORG,1
1078,"('Phoenix', 'Coyotes')",ORG,1
1079,"('Mogilnõi',)",PER,3
1080,"('Marty', 'Turco')",PER,1
1081,"('Ed', 'Belfouri')",PER,1
1082,"('Turco',)",PER,2
1083,"('Atlanta', 'Trashersi')",ORG,1
1084,"('Starsil',)",LOC,1
1085,"('Capitlasi',)",PER,2
1086,"('Minnesota', 'Wild')",ORG,1
1087,"('Washingtonile',)",LOC,1
1088,"('Ron', 'Wilson')",PER,1
1089,"('Minnesota',)",LOC,2
1090,"('Jacques', 'Lemaire')",PER,1
1091,"('Tampa', 'Bay')",ORG,3
1092,"('Steve', 'Ludziki')",PER,1
1093,"('John', 'Tortorella')",PER,1
1094,"('Toronto', 'Maple', 'Leafsi')",ORG,1
1095,"('Tortorellale',)",PER,1
1096,"('Lightningi',)",PER,1
1097,"('Dan', 'Cloutier')",PER,1
1098,"('Montrealis',)",LOC,1
1099,"('Canadiensi',)",LOC,1
1100,"('Boston', 'Bruinsi')",ORG,1
1101,"('Montreal',)",LOC,1
1102,"('TORONTO',)",ORG,1
1103,"('TAMPA', 'BAY')",ORG,1
1104,"('Ryan', 'Johnson')",PER,1
1105,"('Andrei', 'Zjuzin')",PER,1
1106,"('Vincent', 'Lecavalier')",PER,1
1107,"('Brian', 'Holzinger')",PER,1
1108,"('Aleksandr', 'Haritonov')",PER,1
1109,"('Fredrik', 'Modin')",PER,1
1110,"('Igor', 'Koroljov')",PER,1
1111,"('Yanic', 'Perreault')",PER,1
1112,"('Dave', 'Manson')",PER,1
1113,"('Modin',)",PER,1
1114,"('Holzinger',)",PER,1
1115,"('Toronto',)",LOC,2
1116,"('Joseph',)",PER,1
1117,"('Cloutier',)",PER,1
1118,"('MONTREAL',)",ORG,1
1119,"('BOSTON', '1')",ORG,1
1120,"('Joe', 'Thornton')",PER,1
1121,"('Brian', 'Rolston')",PER,1
1122,"('Sergei', 'Samsonov')",PER,1
1123,"('Don', 'Sweeney')",PER,1
1124,"('Samsonov',)",PER,1
1125,"('Mikko', 'Eloranta')",PER,1
1126,"('Arron', 'Asham')",PER,1
1127,"('Chad', 'Kilger')",ORG,1
1128,"('Boston',)",LOC,3
1129,"('NEW', 'JERSEY')",ORG,1
1130,"('PHOENIX',)",ORG,1
1131,"('Bobby', 'Holik')",PER,1
1132,"('Sergei', 'Brõlin')",PER,1
1133,"('Randy', 'McKay')",PER,1
1134,"('Mika', 'Alatalo')",PER,1
1135,"('Ossi', 'Väänänen')",PER,1
1136,"('Brad', 'May')",ORG,1
1137,"('Holik',)",PER,2
1138,"('Brõlin',)",PER,2
1139,"('Aleksandr', 'Mogilnõi')",PER,1
1140,"('Patrik', 'Elias')",PER,1
1141,"('Scott', 'Stevens')",PER,1
1142,"('Mogilny',)",ORG,1
1143,"('Scott', 'Gomez')",PER,1
1144,"('Petr', 'Sykora')",PER,1
1145,"('Jason', 'Arnott')",PER,1
1146,"('New', 'Jersey')",LOC,2
1147,"('Phoenix',)",PER,1
1148,"('DALLAS',)",ORG,1
1149,"('Brett', 'Hull')",PER,1
1150,"('Joe', 'Nieuwendyk')",PER,1
1151,"('Darryl', 'Sydor')",PER,1
1152,"('Donald', 'Audette')",PER,1
1153,"('Ray', 'Ferraro')",PER,1
1154,"('Yannick', 'Tremblay')",PER,1
1155,"('Nieuwendyk',)",PER,1
1156,"('Brenden', 'Morrow')",PER,1
1157,"('Grant', 'Marshall')",PER,1
1158,"('Derian', 'Hatcher')",PER,1
1159,"('Ferraro',)",PER,1
1160,"('Andrew', 'Brunette')",PER,1
1161,"('Audette',)",PER,1
1162,"('COLORADO', '2')",ORG,1
1163,"('Peter', 'Forsberg')",PER,1
1164,"('Ray', 'Bourque')",PER,1
1165,"('Geoff', 'Sanderson')",PER,1
1166,"('Espen', 'Knutsen')",PER,1
1167,"('Chris', 'Drury')",PER,1
1168,"('Forsberg',)",PER,1
1169,"('Martin', 'Skoula')",PER,1
1170,"('Deadmarsh',)",PER,1
1171,"('Drury',)",PER,1
1172,"('Sakic',)",PER,1
1173,"('Alex', 'Tanguay')",PER,1
1174,"('Greg', 'deVries')",PER,1
1175,"('Bruce', 'Gardiner')",PER,1
1176,"('Lyle', 'Odelein')",PER,1
1177,"('Chris', 'Nielsen')",PER,1
1178,"('Columbus',)",PER,1
1179,"('Denis',)",PER,1
1180,"('Roy',)",PER,1
1181,"('WASHINGTON',)",ORG,1
1182,"('Aaron', 'Gavey')",PER,1
1183,"('Brad', 'Bombardir')",ORG,1
1184,"('Scott', 'Pellerin')",PER,1
1185,"('Pellerin',)",PER,1
1186,"('Cam', 'Stewart')",PER,1
1187,"('Curtis', 'Leschyshyn')",PER,1
1188,"('Stacy', 'Roest')",PER,1
1189,"('Lubomir', 'Sekeras')",PER,1
1190,"('Steve', 'McKenna')",PER,1
1191,"('Fernandez',)",PER,1
1192,"('Washington',)",PER,1
1193,"('Billington',)",ORG,1
1194,"('EDMONTON',)",ORG,1
1195,"('NASHVILLE', '2')",ORG,1
1196,"('Scott', 'Walker')",PER,1
1197,"('David', 'Legwand')",PER,1
1198,"('Tom', 'Poti')",PER,1
1199,"('Anson', 'Carter')",PER,1
1200,"('Doug', 'Weight')",PER,1
1201,"('Denis', 'Arhipov')",PER,1
1202,"('Scott', 'Hartnell')",PER,1
1203,"('Jason', 'Smith')",PER,1
1204,"('Mike', 'Comrie')",PER,1
1205,"('Georges', 'Laraque')",PER,1
1206,"('Rob', 'Valicevic')",PER,1
1207,"('Randy', 'Robitaille')",PER,1
1208,"('Karlis', 'Skrastins')",PER,1
1209,"('Marian', 'Cisar')",PER,1
1210,"('Patrik', 'Kjellberg')",PER,1
1211,"('Arhipov',)",PER,1
1212,"('Tom', 'Fitzgerald')",PER,1
1213,"('Valicevic',)",PER,1
1214,"('Edmonton',)",LOC,1
1215,"('Salo',)",LOC,1
1216,"('Nashville',)",PER,1
1217,"('Dunham',)",PER,1
1218,"('VANCOUVER',)",ORG,1
1219,"('OTTAWA', '1')",ORG,1
1220,"('Harold', 'Druken')",PER,1
1221,"('Donald', 'Brashear')",PER,1
1222,"('Scott', 'Lachance')",PER,1
1223,"('Shawn', 'McEachern')",PER,1
1224,"('Daniel', 'Alfredsson')",PER,1
1225,"('Wade', 'Redden')",PER,1
1226,"('Magnus', 'Arvedson')",PER,1
1227,"('Mike', 'Fisher')",PER,1
1228,"('Karel', 'Rachunek')",PER,1
1229,"('Arvedson',)",PER,1
1230,"('Marian', 'Hossa')",PER,1
1231,"('Radek', 'Bonk')",PER,1
1232,"('McEachern',)",ORG,1
1233,"('Alfredsson',)",PER,2
1234,"('Aleksei', 'Jašin')",PER,1
1235,"('Yashin',)",ORG,1
1236,"('Rachunek',)",PER,1
1237,"('Vancouver', ':', 'Potvin')",ORG,1
1238,"('Ottawa',)",PER,1
1239,"('ANAHEIM',)",LOC,1
1240,"('ST', '.')",ORG,1
1241,"('LOUIS',)",ORG,1
1242,"('Niklas', 'Havelid')",PER,1
1243,"('Petr', 'Tenkrat')",PER,1
1244,"('Oleg', 'Tverdovski')",PER,1
1245,"('Al', 'MacInnis')",PER,1
1246,"('Mike', 'Eastwood')",PER,1
1247,"('Bryce', 'Salvador')",PER,1
1248,"('Pierre', 'Turgeon')",PER,2
1249,"('Jochen', 'Hecht')",PER,1
1250,"('Scott', 'Young')",PER,1
1251,"('Salvador',)",PER,1
1252,"('Craig', 'Conroy')",PER,1
1253,"('Tyson', 'Nash')",PER,1
1254,"('Teemu', 'Selänne')",PER,1
1255,"('Marty', 'McInnis')",PER,1
1256,"('Tverdovski',)",PER,1
1257,"('Nash',)",PER,2
1258,"('Chris', 'Pronger')",ORG,1
1259,"('Anaheim',)",LOC,1
1260,"('Johnson',)",PER,1
1261,"('NY', 'Rangers')",ORG,1
1262,"('NY', 'Islanders')",ORG,1
1263,"('San', 'Jose')",ORG,1
1264,"('Klubi', 'Mänge', 'Värav')",ORG,1
1265,"('Karistusminutid',)",ORG,1
1266,"('Joe', 'Sakic', 'Col')",PER,1
1267,"('Donald', 'Audette', 'Atl')",PER,1
1268,"('Jaromir', 'Jagr', 'Pit')",PER,1
1269,"('Doug', 'Weight', 'Edm')",PER,1
1270,"('Jason',)",PER,1
1271,"('Allison', 'Bos')",PER,1
1272,"('Brian', 'Leetch', 'NYR')",PER,1
1273,"('Sergei', 'Fjodorov', 'Det')",PER,1
1274,"('Aleksei', 'Kovaljov', 'Pit')",PER,1
1275,"('Marian', 'Hossa', 'Ott')",PER,1
1276,"('Peter', 'Bondra', 'Was')",PER,1
1277,"('Martin', 'Straka', 'Pit')",PER,1
1278,"('Ray',)",PER,1
1279,"('Ferraro', 'Atl')",PER,1
1280,"('Brett', 'Hull', 'Dal')",PER,1
1281,"('Markus', 'Näslund', 'Van')",PER,1
1282,"('Steve', 'Sullivan', 'Chi')",PER,1
1283,"('Radek', 'Bonk', 'Ott')",PER,1
1284,"('Bill', 'Guerin', 'Bos')",PER,1
1285,"('Tshetsheenia',)",LOC,3
1286,"('Dagestani',)",LOC,2
1287,"('Mahhatshkala', 'AnZhi')",PER,1
1288,"('FC', 'Flora')",ORG,4
1289,"('Toomas', 'Tohver')",PER,2
1290,"('Mark', 'SHvets')",PER,1
1291,"('FC', 'Levadia')",ORG,1
1292,"('Sergei', 'Pareiko')",PER,2
1293,"('Mark', 'SHvetsi')",PER,1
1294,"('Aivar', 'Pohlak')",PER,1
1295,"('Shvets',)",PER,1
1296,"('Tohvri',)",LOC,1
1297,"('Pareiko',)",PER,3
1298,"('Pavel', 'Kazakov')",PER,1
1299,"('Tohver',)",PER,3
1300,"('Kazakov',)",PER,1
1301,"('Pohlak',)",PER,1
1302,"('Dagestanis',)",LOC,1
1303,"('Kazakovil',)",PER,1
1304,"('Tarmo', 'Lehiste')",PER,1
