,entity,label,count
1931,"('Einar', 'Kelderi')",PER,1
1932,"('Kranichi',)",PER,1
1933,"('Pärnu', 'linnavalitsusele')",ORG,1
1934,"('Kranich',)",PER,3
1935,"('Pärnumaa',)",LOC,1
1936,"('Toomas', 'Padjuse')",PER,1
1937,"('Padjus',)",PER,1
1938,"('Kerese',)",ORG,1
1939,"('Lootsi',)",ORG,1
1940,"('Kalda',)",PER,7
1941,"('Tarmo', 'Loodus')",PER,2
1942,"('Toilasse',)",LOC,1
1943,"('Eesti', 'Kohtunike', 'Ühingu')",ORG,1
1944,"('Allar', 'Jõks')",PER,1
1945,"('Jõksi',)",PER,1
1946,"('Uno', 'Lõhmus')",PER,1
1947,"('Märt', 'Rask')",PER,3
1948,"('Aase', 'Sammelselg')",PER,1
1949,"('Lennart', 'Meri')",PER,11
1950,"('Meri',)",PER,9
1951,"('Karin', 'Varkel')",PER,1
1952,"('Varkeli',)",PER,1
1953,"('Jüri', 'Luik')",PER,1
1954,"('Luik',)",PER,2
1955,"('Leo', 'Kunnase')",PER,2
1956,"('Kristjan', 'Moora')",PER,4
1957,"('Isamaaliiduga',)",ORG,1
1958,"('Leo', 'Kunnas')",PER,2
1959,"('Isamaaliidust',)",ORG,2
1960,"('Kaitseliitu',)",ORG,2
1961,"('Kunnas',)",PER,2
1962,"('Eesti', 'Rahvusliku', 'Sõltumatuse', 'Parteisse')",ORG,1
1963,"('Kaitseliidu',)",ORG,4
1964,"('Ülle', 'Michelson')",PER,1
1965,"('Michelson',)",PER,1
1966,"('Moora',)",PER,1
1967,"('Kunnase',)",PER,1
1968,"('Michelsoni',)",PER,1
1969,"('Moora', 'Balti')",PER,1
1970,"('Feira',)",ORG,1
1971,"('Euroopa', 'Komisjonil')",ORG,1
1972,"('Nizzas',)",LOC,1
1973,"('Nizza',)",LOC,3
1974,"('Göteborgi',)",LOC,2
1975,"('Lissaboni', 'Ülemkogu')",ORG,1
1976,"('Lissabonis',)",LOC,1
1977,"('Rootsi', 'Lissaboni')",LOC,1
1978,"('Rootsil',)",LOC,1
1979,"('Göteborgi', 'Ülemkogul')",ORG,1
1980,"('Kliimaküsimus',)",PER,1
1981,"('Euroopa', 'Liidu', 'Nõukogu')",ORG,1
1982,"('Kesklinna',)",LOC,3
1983,"('Põhja-Tallinna',)",LOC,3
1984,"('Toomas', 'Raag')",PER,1
1985,"('Stroomi',)",LOC,1
1986,"('Järvamaa',)",LOC,1
1987,"('Muuseumis',)",LOC,1
1988,"('Peterburi',)",LOC,2
1989,"('Robert', 'de', 'Niro')",PER,1
1990,"('Michael', 'Jacksoni')",PER,1
1991,"('Elvis', 'Presli')",ORG,1
1992,"('Batmani',)",PER,1
1993,"('Paidesse',)",LOC,2
1994,"('Narvast',)",LOC,1
1995,"('Järvamaa', 'Muusuemi')",ORG,1
1996,"('Tiiu', 'Saaristi')",PER,1
1997,"('Paidet',)",LOC,1
1998,"('Saaristi',)",PER,2
1999,"('Järvamaal',)",LOC,3
2000,"('Paides',)",LOC,1
2001,"('Hollywoodi',)",LOC,1
2002,"('Justiistministeeriumi', 'vanglate')",ORG,1
2003,"('Aare', 'Sõer')",PER,1
2004,"('Sõer',)",PER,2
2005,"('Murru', 'vanglast')",ORG,1
2006,"('justiitsministeeriumi',)",ORG,1
2007,"('Keila',)",LOC,2
2008,"('Vasalemma',)",LOC,1
2009,"('ETAle', 'justiitsministeeriumi')",ORG,1
2010,"('Kristiina', 'Herodes')",PER,1
2011,"('Herodese',)",PER,1
2012,"('Riigikogu',)",ORG,16
2013,"('Kadrioru',)",ORG,2
2014,"('Norimasa', 'Hasegawa')",ORG,1
2015,"('Elisabet', 'Borsiin', 'Bonnier')",PER,1
2016,"('Toomas', 'Hendrik', 'Ilvesega')",PER,2
2017,"('Euroopa', 'Liidus')",LOC,3
2018,"('Lähis-Ida',)",LOC,2
2019,"('Põhja-Korea',)",LOC,1
2020,"('Venemaaga',)",LOC,3
2021,"('Göran', 'Perssoni')",PER,1
2022,"('Perssoni',)",PER,1
2023,"('Alar', 'Streimanni')",PER,1
2024,"('Prantsusmaalt',)",LOC,1
2025,"('Belgiale',)",LOC,1
2026,"('Priit', 'Vilba')",PER,4
2027,"('EBRD',)",ORG,4
2028,"('Philip', 'Cornwelliga')",PER,1
2029,"('Raepressile',)",ORG,1
2030,"('Vilba',)",PER,2
2031,"('Tallinnalt',)",LOC,1
2032,"('Rahvaerakonna', 'Mõõdukad')",ORG,1
2033,"('Mõõdukate',)",ORG,2
2034,"('Tallinna', 'linnavalitsus')",ORG,3
2035,"('Liisa', 'Pakosta')",PER,6
2036,"('Pakosta',)",PER,10
2037,"('Eesti', 'Põllumajandusülikool')",ORG,1
2038,"('EPMÜ',)",ORG,10
2039,"('ETAle', 'EPMÜ')",ORG,1
2040,"('Andres', 'Koppel')",PER,1
2041,"('Koppeli',)",PER,1
2042,"('Tartu', 'Ülikool')",ORG,1
2043,"('Tartu', 'Lennukolledz')",ORG,1
2044,"('Koppel',)",PER,4
2045,"('Eesti', 'Teadlaste', 'Liit')",ORG,1
2046,"('Euroopa', 'Liitu')",ORG,1
2047,"('Riigikogu', 'Keskerakonna')",ORG,1
2048,"('Jürgen', 'Ligi')",PER,3
2049,"('Väino', 'Linde')",PER,1
2050,"('Linde',)",PER,2
2051,"('Paikusel',)",LOC,1
2052,"('Pärnu', 'Postimees')",ORG,2
2053,"('Jüri', 'Meritsa')",PER,1
2054,"('Paikuse', 'vallavolikogu')",ORG,1
2055,"('Merits',)",PER,1
2056,"('Ülo', 'Ülesoo')",PER,1
2057,"('Rakvere',)",ORG,1
2058,"('Mustamäe', 'haigla')",ORG,2
2059,"('Andrus', 'Kreisi')",PER,1
2060,"('Creutzfeld-Jacobi',)",LOC,3
2061,"('Kreis',)",PER,1
2062,"('Tallinnale',)",LOC,2
2063,"('Aado', 'Kuuse')",PER,1
2064,"('AS-idele', 'Hansa', 'Liising')",ORG,1
2065,"('Hoiupanga', 'Liising')",ORG,1
2066,"('Meri', 'Kopli')",PER,1
2067,"('Rakvere', 'Lihakombinaadi')",ORG,1
2068,"('Indrek', 'Lekko')",PER,1
2069,"('Soomega',)",LOC,2
2070,"('Lekko',)",PER,2
2071,"('Ukrainast',)",LOC,1
2072,"('Valga', 'Lihakombinaadi')",ORG,1
2073,"('Elmut', 'Paaveli')",PER,1
2074,"('Creutzfeldt-Jakobi',)",LOC,1
2075,"('Paavel',)",PER,1
2076,"('Merit', 'Kopli')",PER,2
2077,"('Lääne-Euroopat',)",LOC,1
2078,"('Mati', 'Loidi')",PER,1
2079,"('Loit',)",PER,2
2080,"('Hispaaniast',)",LOC,1
2081,"('Inglismaalt',)",LOC,1
2082,"('Iirimaalt',)",LOC,1
2083,"('Portugalist',)",LOC,1
2084,"('Sveitsist',)",LOC,1
2085,"('Hollandist',)",LOC,1
2086,"('Belgiast',)",LOC,1
2087,"('Taanist',)",LOC,3
2088,"('Loidi',)",PER,1
2089,"('Vahur', 'Keldrima')",PER,1
2090,"('Keldrima',)",PER,1
2091,"('Tartu', 'Ülikoolis')",ORG,1
2092,"('Ants', 'Leemets')",PER,2
2093,"('Küllike', 'Kasuri')",ORG,1
2094,"('Internetipanga',)",ORG,1
2095,"('U-Neti',)",LOC,1
2096,"('Eesti', 'välisministeeriumis')",ORG,1
2097,"('Välisministeeriumi',)",ORG,1
2098,"('Nõukogude',)",LOC,2
2099,"('Toomas', 'Hendrik', 'Ilves')",PER,3
2100,"('Nõmme', 'Halduskogu')",ORG,1
2101,"('Nõmme',)",LOC,1
2102,"('Urmas', 'Paeti')",PER,1
2103,"('Nõmme',)",ORG,1
2104,"('Liumägi',)",LOC,1
2105,"('Põlva',)",LOC,1
2106,"('AS', 'Rapeks')",ORG,1
2107,"('Nõmmele',)",LOC,1
2108,"('Toivo', 'Jürgensoni')",PER,1
2109,"('Jürgensoni',)",PER,1
2110,"('Eestimaa', 'Rahvaliidu')",ORG,2
2111,"('Villu', 'Reiljan')",PER,2
2112,"('Reiljani',)",PER,2
2113,"('Peeter', 'Kreitzberg')",PER,2
2114,"('Jürgensonile',)",PER,1
2115,"('Kreitzberg',)",PER,2
2116,"('Reiljan',)",PER,1
2117,"('Eesti', 'Raudtee')",ORG,4
2118,"('AS', 'Eesti', 'Raudtee')",ORG,1
2119,"('AS', 'Edelaraudtee')",ORG,1
2120,"('Riigikogule',)",ORG,1
2121,"('Edelaraudteel',)",ORG,2
2122,"('Riigikogus',)",ORG,4
2123,"('Liina', 'Tõnisson')",PER,1
2124,"('Edelaraudtee',)",ORG,20
2125,"('Jürgenson',)",PER,1
2126,"('Pankade', 'Kaardikeskuse')",ORG,1
2127,"('Lätil',)",LOC,2
2128,"('Leonid', 'Šuba')",PER,1
2129,"('Jaanus', 'Köst')",PER,1
2130,"('Meelis', 'Malk')",PER,1
2131,"('Sergei', 'Štšetin')",PER,1
2132,"('Rene', 'Villemson')",PER,1
2133,"('Igors', 'Blinkovs')",PER,1
2134,"('LV',)",ORG,1
2135,"('Sergei', 'Ušakov')",PER,1
2136,"('Lauri', 'Rebbas')",PER,1
2137,"('Juri', 'Batluk')",PER,1
2138,"('Artur', 'Tamberg')",PER,1
2139,"('Agnes', 'Jürgens')",PER,1
2140,"('Järva', 'maakonnas')",LOC,1
2141,"('Rein', 'Rannamäe')",PER,1
2142,"('Tõnis', 'Lukas')",PER,2
2143,"('Lukas',)",PER,2
2144,"('Haridusministeeriumi',)",ORG,1
2145,"('Lääne-Virumaal',)",LOC,2
2146,"('Tartumaal',)",LOC,1
2147,"('Riigikogu', 'Eestimaa', 'Rahvaliidu')",ORG,1
2148,"('Toivo', 'Jürgensonile')",PER,1
2149,"('Edelaraudteega',)",ORG,3
2150,"('ETAle', 'Rahvaliidu')",ORG,1
2151,"('Lennart', 'Merile')",PER,3
2152,"('Postimehele',)",ORG,2
2153,"('Priit', 'Kama')",PER,2
2154,"('Rein', 'Müllerson')",PER,1
2155,"('Kaido', 'Pihlakas')",PER,1
2156,"('Müllersonil',)",PER,1
2157,"('Pihlakasel',)",PER,1
2158,"('Andres', 'Tarand')",PER,1
2159,"('Tarand',)",PER,3
2160,"('Eerik-Juhan', 'Truuväli')",PER,1
2161,"('Jaan', 'Sootakki')",PER,1
2162,"('Jaano', 'Odarit')",PER,1
2163,"('Jüri', 'Raidlat')",PER,1
2164,"('Sootak',)",PER,1
2165,"('Rahvaliidu',)",ORG,1
2166,"('Meri', 'Sootakit')",PER,1
2167,"('Eerik', 'Kergandbergi')",PER,1
2168,"('Mihkel', 'Oviiri')",PER,1
2169,"('Tiit', 'Käbinit')",PER,1
2170,"('Aare', 'Reenumägi')",PER,1
2171,"('Peep', 'Pruksi')",PER,1
2172,"('Kalle', 'Meruskit')",PER,1
2173,"('Helve', 'Särgavat')",PER,1
2174,"('Indrek', 'Koolmeistrit')",PER,1
2175,"('Andres', 'Hallmägi')",PER,1
2176,"('Madis', 'Jürgen')",PER,1
2177,"('LÜNGAD', 'SEADUSES')",PER,1
2178,"('Raigo',)",PER,28
2179,"('Raigole',)",LOC,2
2180,"('Raigol',)",PER,7
2181,"('Kristi',)",PER,3
2182,"('Puhtus',)",LOC,1
2183,"('Leena',)",ORG,2
2184,"('Vanemõe', 'Merlega')",ORG,1
2185,"('Raviarst', 'Aili')",PER,1
2186,"('Raigole',)",ORG,1
2187,"('Inga',)",PER,1
2188,"('Eva',)",PER,1
2189,"('Raigole',)",PER,1
2190,"('Tartusse',)",LOC,6
2191,"('Tartu', 'Linnavalitsuse')",ORG,1
2192,"('Leena',)",PER,1
2193,"('Siina',)",PER,1
2194,"('Tartu', 'linna')",LOC,2
2195,"('Merle', 'Linno')",PER,1
2196,"('Raigost',)",PER,1
2197,"('Pekka', 'Erelt')",PER,1
2198,"('Eestiga',)",LOC,1
2199,"('Respublika',)",ORG,2
2200,"('NATO',)",ORG,24
2201,"('Respublika',)",PER,4
2202,"('Baltimaa',)",LOC,1
2203,"('Balti', 'Assamblee')",ORG,1
2204,"('NATOga',)",ORG,1
2205,"('Eestile',)",LOC,5
2206,"('Euroopa', 'Liitu')",LOC,1
2207,"('Leedut',)",LOC,2
2208,"('NATOsse',)",ORG,1
2209,"('Põhjamaaks',)",LOC,1
2210,"('Skandinaavia', 'riik')",LOC,1
2211,"('Ida-Euroopasse',)",LOC,1
2212,"('Raadio',)",ORG,2
2213,"('Kulemaje',)",PER,1
2214,"('Läänes',)",LOC,2
2215,"('Vilnius',)",LOC,1
2216,"('Euroopasse',)",LOC,1
2217,"('Algirdas', 'Brazauskas')",PER,2
2218,"('reforme',)",ORG,1
2219,"('Aet', 'Süvari')",PER,1
2220,"('Tiesenhauseni',)",PER,4
2221,"('Brunhild-Dorothea', 'Tiesenhausen')",PER,1
2222,"('Toompea',)",ORG,1
2223,"('Tiesenhausenid',)",PER,1
2224,"('Tiit', 'Kurvitsa')",PER,1
2225,"('Sirje', 'Rõõmu', 'büroos')",ORG,1
2226,"('Toivo', 'Toimi')",PER,2
2227,"('Ida-Virumaalt',)",LOC,3
2228,"('Mati', 'Kullamäele')",PER,1
2229,"('OÜ', 'Pankrannikule')",ORG,1
2230,"('Tiit', 'Kurvits')",PER,3
2231,"('Kullamäe',)",LOC,3
2232,"('Tallinna', 'linnakohtule')",ORG,1
2233,"('Toim',)",PER,1
2234,"('Mati', 'Kullamäe')",PER,2
2235,"('kapo',)",ORG,1
2236,"('Maie',)",PER,1
2237,"('Tiit', 'Kullamäe')",PER,1
2238,"('Kapo',)",ORG,1
2239,"('Oole', 'Horni')",PER,2
2240,"('Eesti', 'Ekspressis')",ORG,4
2241,"('Tiesenhausen',)",PER,2
2242,"('Kurvitsaga',)",PER,1
2243,"('Bergert',)",PER,6
2244,"('Ekspressi',)",ORG,2
2245,"('Merike', 'Kurvitsa')",PER,1
2246,"('Kurvits',)",PER,1
2247,"('Bergerti',)",LOC,1
2248,"('kapo', 'ja', 'prokuratuur')",ORG,1
2249,"('Tiit',)",PER,3
2250,"('Eesti', 'riigis')",LOC,1
2251,"('Mihkel', 'Kärmas')",PER,1
2252,"('BLUFOLOOG',)",PER,1
2253,"('Alan', 'Danilewski')",PER,4
2254,"('Anonüümsete', 'Alkohoolikute')",ORG,1
2255,"('Tervis', 'Pluss')",ORG,1
2256,"('Annelinnas',)",LOC,1
2257,"('Danilewski',)",PER,8
2258,"('Tartus', 'Kaunase')",LOC,1
2259,"('Jämejala', 'haiglast')",ORG,1
2260,"('Ukraina',)",LOC,1
2261,"('Artjom', 'Danilevski')",PER,1
2262,"('Eesti', 'Põllumajandusakadeemia')",ORG,1
2263,"('Kashpirovski', 'eeskuju')",ORG,1
2264,"('EPAsse',)",ORG,1
2265,"('Vahur', 'Mätase')",PER,1
2266,"('Danilewskil',)",PER,1
2267,"('Postimehe',)",ORG,1
2268,"('Aili', 'Pajul')",PER,1
2269,"('Aili', 'Paju')",PER,1
2270,"('Kaja', 'Grigorjevile')",PER,1
2271,"('Danilewskiga',)",PER,1
2272,"('Grigorjev',)",PER,1
2273,"('Danilewskilt',)",PER,1
2274,"('Tervis', 'Plussi')",ORG,1
2275,"('Sirje', 'Maasikamäe')",PER,1
2276,"('Danilewskit',)",PER,1
2277,"('Gea', 'Velthut-Sokka')",PER,1
2278,"('Tehvandi',)",PER,3
2279,"('Heido', 'Meema')",PER,6
2280,"('Meema',)",PER,17
2281,"('Nüpli', 'külas')",LOC,1
2282,"('Otepää',)",LOC,3
2283,"('Tiiu', 'Meema')",PER,1
2284,"('Erich',)",PER,5
2285,"('Heido',)",PER,3
2286,"('Palupera', 'Räbi', 'talu')",ORG,1
2287,"('Ago',)",PER,2
2288,"('Toomas', 'Kikasele')",PER,1
2289,"('Kikas',)",PER,2
2290,"('Arvin', 'Toomi')",PER,1
2291,"('Arvin', 'Toom')",PER,1
2292,"('Maarjamõisa',)",LOC,1
2293,"('Otepää', 'haiglasse')",ORG,1
2294,"('Otepääl', 'Tehvandi')",ORG,1
2295,"('Moskvast',)",LOC,2
2296,"('Eesti', 'NSVs')",LOC,1
2297,"('Tiiu',)",PER,2
2298,"('Pedagoogikaülikooli',)",ORG,1
2299,"('Vello', 'Meema')",PER,1
2300,"('Otepääst',)",LOC,1
2301,"('Tehvandilt',)",LOC,1
2302,"('Jaanus', 'Raidal')",PER,1
2303,"('Raidal',)",PER,1
2304,"('Meemal',)",PER,1
2305,"('Jüri', 'Rull')",PER,1
2306,"('Rull',)",PER,1
2307,"('Meema', 'Tehvandilt')",PER,1
2308,"('Vello',)",PER,1
2309,"('Kääriku-Tehvandi', 'Olümpiakeskus')",ORG,1
2310,"('Alar', 'Arukuuse')",PER,1
2311,"('Aivar', 'Otsalti')",PER,1
2312,"('Valgamaal',)",LOC,1
2313,"('Räbi', 'talu')",ORG,1
2314,"('Vello', 'Luik')",PER,1
2315,"('Tartu', 'Ülikooli', 'Psühhiaatriakliiniku')",ORG,1
2316,"('Veiko', 'Vasar')",PER,1
2317,"('Kultuuriväärtusteameti',)",ORG,1
2318,"('Agne', 'Trummal')",PER,1
2319,"('Tarmo', 'Valgepea')",PER,1
2320,"('Andrus', 'Esko')",PER,1
2321,"('A',)",PER,1
2322,"('JA', 'O')",PER,1
2323,"('Atko', 'Viru')",PER,3
2324,"('Fjuk',)",ORG,1
2325,"('Kauba',)",PER,1
2326,"('Viljandimaal',)",LOC,1
2327,"('Valdeko', 'Virule')",PER,1
2328,"('Augustovitshiga',)",PER,1
2329,"('Atkoks',)",PER,1
2330,"('Fadejevi',)",PER,1
2331,"('TRÜ',)",ORG,1
2332,"('Ilmar', 'Kullami')",PER,1
2333,"('Ernst', 'Ehaveeru')",PER,1
2334,"('Liidu',)",ORG,1
2335,"('Tbilisi', 'Dünamo')",ORG,1
2336,"('Viru',)",PER,6
2337,"('Jaan', 'Loko')",PER,1
2338,"('Fred', 'Kudul')",PER,1
2339,"('Sovetskoje',)",LOC,1
2340,"('Atko',)",PER,1
2341,"('Gunnar', 'Paali')",PER,1
2342,"('Eesti', 'Olümpiaakadeemia')",ORG,1
2343,"('EOK',)",ORG,1
2344,"('Paali',)",PER,1
2345,"('Toomas', 'Savi')",PER,3
2346,"('Pärnu', 'Kesklinna')",LOC,1
2347,"('Pärnu', 'politsei')",ORG,1
2348,"('Kaja', 'Kukk')",PER,1
2349,"('Tervexi',)",ORG,1
2350,"('Kukk',)",PER,1
2351,"('Toomas', 'Hendrik', 'Ilvese')",PER,3
2352,"('Konstantin', 'Provalovi')",PER,1
2353,"('Konstantin', 'Provalov')",PER,5
2354,"('Bangladeshis',)",LOC,2
2355,"('Myanmaris',)",LOC,3
2356,"('Provalov',)",PER,4
2357,"('Ilves',)",PER,7
2358,"('Burgundia',)",LOC,2
2359,"('Lääne-Euroopas',)",LOC,2
2360,"('Raul', 'Ranne')",PER,2
2361,"('Harjumaa',)",LOC,1
2362,"('McDonald', ""'"", 'si')",PER,4
2363,"('Alansi', 'küla')",LOC,1
2364,"('Kalev', 'Liivakant')",PER,2
2365,"('Liivako-K',)",ORG,1
2366,"('McDonald', ""'"", 'siga')",PER,1
2367,"(""McDonald's"",)",LOC,1
2368,"('Helle', 'Haljak')",PER,3
2369,"('Mustamäe', 'McDonald', ""'"", 'si')",ORG,1
2370,"('Aare', 'Nool')",PER,1
2371,"('McDonald', ""'"", 'sit')",PER,1
2372,"('Wastewise', 'Partner')",PER,1
2373,"('Year',)",PER,1
2374,"('Toomas', 'Liidja')",PER,3
2375,"(""McDonald's"",)",ORG,1
2376,"('Ragn', 'Sellsiga')",PER,2
2377,"(""McDonald's"", 'Eesti')",ORG,1
2378,"('Dmitri', 'SHalov')",PER,1
2379,"('SHalov',)",PER,1
2380,"(""McDonald's"",)",PER,1
2381,"('Liivakant',)",PER,2
2382,"('Harju', 'prokuratuuri')",ORG,1
2383,"('Taimar', 'Lossmanni')",PER,1
2384,"('Kalle', 'Mälberg')",PER,1
2385,"('Kanal', '2')",ORG,1
2386,"('""', 'Keskkonnauudistes')",ORG,1
2387,"('Alansi', 'külla')",LOC,1
2388,"('McDonald', ""'"", 'si')",ORG,1
2389,"('Ragn', 'Sellsil')",PER,1
2390,"('Margus', 'Vets')",PER,1
2391,"('Heiki', 'Kranichi')",PER,1
2392,"('Alla', 'Romanova')",PER,1
2393,"('Siim', 'Randla')",PER,1
2394,"('Mait', 'Metsamaa')",PER,3
2395,"('Keskkriminaalpolitsei',)",ORG,1
2396,"('Kersti', 'Jundase')",PER,2
2397,"('Kersti', 'Jundas')",PER,1
2398,"('SL', 'Õhtulehele')",ORG,3
2399,"('Valeri', 'Kuznetsov')",PER,1
2400,"('Vadim', 'Polištšuk')",PER,1
2401,"('Polištšuk',)",PER,1
2402,"('Tallinnas', 'Lastekodu')",ORG,1
2403,"('Krista', 'Taim')",PER,1
2404,"('Allar', 'Viivik')",PER,1
2405,"('Narva',)",LOC,9
2406,"('Pärnusse',)",LOC,1
2407,"('Viljandisse',)",LOC,1
2408,"('Edelaraudteed',)",ORG,2
2409,"('Jüri', 'Kuusik')",PER,2
2410,"('Edelaraudteele',)",ORG,2
2411,"('Eesti', 'Raudteele')",ORG,1
2412,"('Tallinna-Pärnu', 'ja', 'Lelle-Viljandi')",LOC,1
2413,"('Kuusik',)",PER,5
2414,"('GB', 'Railwaysile')",ORG,1
2415,"('GB', 'Railways')",ORG,3
2416,"('Märtsiks',)",PER,1
2417,"('Tallinna-Pärnu',)",LOC,1
2418,"('GB', 'Railways')",PER,1
2419,"('Austrias',)",LOC,1
2420,"('Tšehhis',)",LOC,1
2421,"('Šveitsis',)",LOC,4
2422,"('Rahvuslik-Demokraatlike', 'Jõudude', 'Koostöökoda')",ORG,1
2423,"('Pro', 'Patria')",ORG,1
2424,"('Central',)",PER,1
2425,"('Jüri', 'Luige')",PER,1
2426,"('Kaitsetahte',)",ORG,1
2427,"('Eesti', 'riigi')",LOC,2
2428,"('Isamaaliidul',)",ORG,1
2429,"('Andres', 'Ammas')",PER,1
2430,"('Kadri', 'Jakobson')",PER,2
2431,"('Leonid', 'Tarkovski')",PER,6
2432,"('Moskva',)",LOC,7
2433,"('Tarkovski',)",PER,15
2434,"('Itaalias',)",LOC,5
2435,"('Peeter', 'Mardna')",PER,2
2436,"('Forniksi',)",PER,2
2437,"('Mardna',)",PER,8
2438,"('Tatjana', 'Raie')",PER,5
2439,"('Jüri', 'Kullamaa')",PER,2
2440,"('Peep', 'Pree')",PER,6
2441,"('Nelli', 'Kalikova')",PER,2
2442,"('Sotsiaalministeeriumi',)",ORG,4
2443,"('Evi', 'Lindmäe')",PER,2
2444,"('Forniks',)",PER,9
2445,"('Tarkovskil',)",PER,4
2446,"('Lindmäe',)",PER,6
2447,"('Forniksil',)",PER,2
2448,"('Tarkovskiga',)",PER,2
2449,"('Sigrid', 'Tappo')",PER,2
2450,"('sotsiaalministeeriumi',)",ORG,2
2451,"('Tappo',)",PER,2
2452,"('Clinica',)",PER,2
2453,"('Pree',)",PER,2
2454,"('Kullamaa',)",LOC,2
2455,"('Kullamaa',)",PER,6
2456,"('Osaühingu', 'Forniks', 'arengutee')",ORG,1
2457,"('Svetlana', 'Pesetskaja')",PER,2
2458,"('Galina', 'Tarkovskaja')",PER,2
2459,"('Forniksilt',)",PER,1
2460,"('Krediidiinfo',)",ORG,1
2461,"('Aktsiaselts', 'Clinica')",PER,1
2462,"('Erakliinik', 'Sinaps')",PER,1
2463,"('Keila', 'Südamekliinik')",ORG,1
2464,"('Osaühing', 'Rachel')",PER,1
2465,"('Osaühing', 'Renessanss')",PER,1
2466,"('TOP', 'Meditsiinikeskus')",ORG,1
2467,"('Inna', 'Uit')",PER,2
2468,"('Uit',)",PER,3
2469,"('Päästeameti',)",ORG,2
2470,"('Purde',)",ORG,1
2471,"('Vaivara', 'vallas')",LOC,1
2472,"('Utria',)",LOC,7
2473,"('Utria', 'jõe')",LOC,1
2474,"('Narva-Jõesuus',)",LOC,1
2475,"('Sakala',)",LOC,1
2476,"('Harju',)",LOC,1
2477,"('Lääne',)",LOC,2
2478,"('Järva',)",LOC,1
2479,"('Võrumaa',)",LOC,1
2480,"('Jõhvi',)",LOC,1
2481,"('Naiskodukakaitse',)",PER,1
2482,"('Meelis', 'Rätsepa')",PER,1
2483,"('Aki', 'Kupiainen')",PER,1
2484,"('Vaivara', 'vallavalitsuse')",ORG,1
2485,"('Kaitseliidu', 'Alutaguse')",ORG,1
2486,"('Piirivalve', 'Narva-Jõesuu', 'õppekeskuse')",ORG,1
2487,"('Jaan', 'Väljaots')",PER,1
2488,"('Chris', ""Moore'i"")",PER,1
2489,"('Küpriani',)",ORG,2
2490,"('Küprianiga',)",PER,1
2491,"('Küprianil',)",LOC,1
2492,"('Saksamaale',)",LOC,1
2493,"('Pillerkaarile',)",PER,1
2494,"('Viktor', 'Hütt')",PER,1
2495,"('Chris', ""Moore'i"", 'meele-')",PER,1
2496,"(""Moore'i"",)",PER,1
2497,"('Päevalehele',)",ORG,1
2498,"('Hüüdnimi', 'Bug')",PER,1
2499,"('USAst',)",LOC,1
2500,"('BC', 'Tallinn')",ORG,1
2501,"('Kamee',)",PER,1
2502,"('Baltika',)",ORG,2
2503,"('Nybit',)",PER,1
2504,"('Keila', 'Puuviljaparadiis')",ORG,1
2505,"('Tallinna', 'Ülikoolides-A')",ORG,1
2506,"('Le', 'Coqis')",ORG,1
2507,"('Põllumajanduse', 'Registrite')",ORG,1
2508,"('Informatsiooni', 'Ameti')",ORG,1
2509,"('PRIA',)",ORG,1
2510,"('Heli', 'Raamets')",PER,1
2511,"('Raamets',)",PER,1
2512,"('PRIAsse',)",ORG,1
2513,"('Suur-Kaare',)",ORG,1
2514,"('Sakala',)",ORG,1
2515,"('Paul', 'Kaju')",PER,1
2516,"('Karl', 'Loog')",PER,1
2517,"('Külmiku',)",PER,1
2518,"('Aire', 'Sipelgas')",PER,1
2519,"('Harri', 'Kalvik')",PER,1
2520,"('Pärnumaal',)",LOC,1
2521,"('Andres', 'Kalamees')",PER,1
2522,"('Kalamees',)",PER,5
2523,"('Aivo', 'Lein')",PER,1
2524,"('Sõrves',)",LOC,2
2525,"('Keskmisest',)",LOC,1
2526,"('Virtsus',)",LOC,1
2527,"('Saaremaal',)",LOC,1
2528,"('Emajõel',)",LOC,1
2529,"('Euroopa', 'Liidust')",ORG,1
2530,"('Äripev',)",ORG,1
2531,"('Mart', 'Laar')",PER,5
2532,"('Toomas', 'Luman')",PER,1
2533,"('EList',)",ORG,1
2534,"('Lumani',)",PER,2
2535,"('Shveitsi',)",LOC,2
2536,"('EList',)",LOC,1
2537,"('Venemaast',)",LOC,1
2538,"('Luman',)",PER,3
2539,"('Rein', 'Koidu')",PER,2
2540,"('Aldo', 'Niiluse')",PER,1
2541,"('Jüri', 'Oti')",PER,3
2542,"('Vanalinna',)",LOC,1
2543,"('Aivar', 'Pilve')",PER,1
2544,"('Niilusest',)",PER,1
2545,"('Pilv',)",PER,1
2546,"('Rocco', 'Ots')",PER,1
2547,"('Ots',)",PER,1
2548,"('Koidule',)",PER,1
2549,"('Niilusele',)",PER,1
2550,"('Koidu',)",PER,2
2551,"('Niiluse',)",PER,2
2552,"('Otsa',)",PER,1
2553,"('Aafrikast',)",LOC,1
2554,"('Ida-Virumaal',)",LOC,1
2555,"('Illuka',)",LOC,2
2556,"('Gambia',)",LOC,1
2557,"('Abdul',)",PER,1
2558,"('Somaaliast',)",LOC,1
2559,"('Mahadinini',)",PER,1
2560,"('Illukal',)",LOC,1
2561,"('Indrek', 'Kullam')",PER,1
2562,"('Abdulil',)",PER,1
2563,"('Mahadil',)",PER,1
2564,"('Abduli',)",PER,1
2565,"('Vene', 'Föderatsiooni')",LOC,1
