lemma,inflect_type,pos,case,form
ehholaalia,1,S,sg g,ehholaalia
ehitaja,1,S,sg n,ehitaja
ehitaja,1,S,sg g,ehitaja
ehitatu,1,S,sg n,ehitatu
ehitatu,1,S,sg g,ehitatu
einela,1,S,sg n,einela
einela,1,S,sg g,einela
eiraja,1,S,sg n,eiraja
eiraja,1,S,sg g,eiraja
eklampsia,1,S,sg n,eklampsia
eklampsia,1,S,sg g,eklampsia
eklektika,1,S,sg n,eklektika
eklektika,1,S,sg g,eklektika
ekliptika,1,S,sg n,ekliptika
ekliptika,1,S,sg g,ekliptika
eksalteerunu,1,S,sg n,eksalteerunu
eksalteerunu,1,S,sg g,eksalteerunu
eksamineerija,1,S,sg n,eksamineerija
eksamineerija,1,S,sg g,eksamineerija
eksegeetika,1,S,sg n,eksegeetika
eksegeetika,1,S,sg g,eksegeetika
eksekuteerija,1,S,sg n,eksekuteerija
eksekuteerija,1,S,sg g,eksekuteerija
eksimatu,1,A,sg n,eksimatu
eksimatu,1,A,sg g,eksimatu
eksinu,1,S,sg n,eksinu
eksinu,1,S,sg g,eksinu
eksitaja,1,S,sg n,eksitaja
eksitaja,1,S,sg g,eksitaja
eksootika,1,S,sg n,eksootika
eksootika,1,S,sg g,eksootika
eksperimenteerija,1,S,sg n,eksperimenteerija
eksperimenteerija,1,S,sg g,eksperimenteerija
eksportija,1,S,sg n,eksportija
eksportija,1,S,sg g,eksportija
elamu,1,S,sg n,elamu
elamu,1,S,sg g,elamu
elataja,1,S,sg n,elataja
elataja,1,S,sg g,elataja
elatanu,1,S,sg n,elatanu
elatanu,1,S,sg g,elatanu
eleegia,1,S,sg n,eleegia
eleegia,1,S,sg g,eleegia
elektroonika,1,S,sg n,elektroonika
elektroonika,1,S,sg g,elektroonika
Elina,1,H,sg n,Elina
Elina,1,H,sg g,Elina
elusti,1,S,sg n,elusti
elusti,1,S,sg g,elusti
elutu,1,A,sg n,elutu
elutu,1,A,sg g,elutu
Elva,1,H,sg n,Elva
Elva,1,H,sg g,Elva
Elva,1,H,sg ill,Elva
ematu,1,A,sg n,ematu
ematu,1,A,sg g,ematu
emboolia,1,S,sg n,emboolia
emboolia,1,S,sg g,emboolia
embrüoloogia,1,S,sg n,embrüoloogia
embrüoloogia,1,S,sg g,embrüoloogia
embrüo,1,S,sg n,embrüo
embrüo,1,S,sg g,embrüo
Emilia,1,H,sg n,Emilia
Emilia,1,H,sg g,Emilia
Emily,1,H,sg n,Emily
Emily,1,H,sg g,Emily
Emmaste,1,H,sg n,Emmaste
Emmaste,1,H,sg g,Emmaste
empaatia,1,S,sg n,empaatia
empaatia,1,S,sg g,empaatia
empiiria,1,S,sg n,empiiria
empiiria,1,S,sg g,empiiria
Encarta,1,H,sg n,Encarta
Encarta,1,H,sg g,Encarta
endeemia,1,S,sg n,endeemia
endeemia,1,S,sg g,endeemia
endiivia,1,S,sg n,endiivia
endiivia,1,S,sg g,endiivia
Endla,1,H,sg n,Endla
Endla,1,H,sg g,Endla
endogaamia,1,S,sg n,endogaamia
endogaamia,1,S,sg g,endogaamia
energeetika,1,S,sg n,energeetika
energeetika,1,S,sg g,energeetika
energia,1,S,sg n,energia
energia,1,S,sg g,energia
enigmaatika,1,S,sg n,enigmaatika
enigmaatika,1,S,sg g,enigmaatika
enkaustika,1,S,sg n,enkaustika
enkaustika,1,S,sg g,enkaustika
ennatu,1,A,sg n,ennatu
ennatu,1,A,sg g,ennatu
ennistaja,1,S,sg n,ennistaja
ennistaja,1,S,sg g,ennistaja
ennustaja,1,S,sg n,ennustaja
ennustaja,1,S,sg g,ennustaja
ensootia,1,S,sg n,ensootia
ensootia,1,S,sg g,ensootia
entomoloogia,1,S,sg n,entomoloogia
entomoloogia,1,S,sg g,entomoloogia
entroopia,1,S,sg n,entroopia
entroopia,1,S,sg g,entroopia
entsüklika,1,S,sg n,entsüklika
entsüklika,1,S,sg g,entsüklika
entsüklopeedia,1,S,sg n,entsüklopeedia
entsüklopeedia,1,S,sg g,entsüklopeedia
eosla,1,S,sg n,eosla
eosla,1,S,sg g,eosla
epideemia,1,S,sg n,epideemia
epideemia,1,S,sg g,epideemia
epidemioloogia,1,S,sg n,epidemioloogia
epidemioloogia,1,S,sg g,epidemioloogia
epidermofüütia,1,S,sg n,epidermofüütia
epidermofüütia,1,S,sg g,epidermofüütia
epifaania,1,S,sg n,epifaania
epifaania,1,S,sg g,epifaania
epigeneetika,1,S,sg n,epigeneetika
epigeneetika,1,S,sg g,epigeneetika
epilepsia,1,S,sg n,epilepsia
epilepsia,1,S,sg g,epilepsia
episootia,1,S,sg n,episootia
episootia,1,S,sg g,episootia
eputaja,1,S,sg n,eputaja
eputaja,1,S,sg g,eputaja
erakla,1,S,sg n,erakla
erakla,1,S,sg g,erakla
eraldamatu,1,A,sg n,eraldamatu
eraldamatu,1,A,sg g,eraldamatu
eraldatu,1,S,sg n,eraldatu
eraldatu,1,S,sg g,eraldatu
eramu,1,S,sg n,eramu
eramu,1,S,sg g,eramu
eranditu,1,A,sg n,eranditu
eranditu,1,A,sg g,eranditu
erastaja,1,S,sg n,erastaja
erastaja,1,S,sg g,erastaja
Ergma,1,H,sg n,Ergma
Ergma,1,H,sg g,Ergma
ergonoomia,1,S,sg n,ergonoomia
ergonoomia,1,S,sg g,ergonoomia
ergonoomika,1,S,sg n,ergonoomika
ergonoomika,1,S,sg g,ergonoomika
ergutaja,1,S,sg n,ergutaja
ergutaja,1,S,sg g,ergutaja
erguti,1,S,sg n,erguti
erguti,1,S,sg g,erguti
Erika,1,H,sg n,Erika
Erika,1,H,sg g,Erika
eristika,1,S,sg n,eristika
eristika,1,S,sg g,eristika
Ermistu,1,H,sg n,Ermistu
Ermistu,1,H,sg g,Ermistu
erootika,1,S,sg n,erootika
erootika,1,S,sg g,erootika
erudeeritu,1,S,sg n,erudeeritu
erudeeritu,1,S,sg g,erudeeritu
esindaja,1,S,sg n,esindaja
esindaja,1,S,sg g,esindaja
esineja,1,S,sg n,esineja
esineja,1,S,sg g,esineja
esitaja,1,S,sg n,esitaja
esitaja,1,S,sg g,esitaja
esitatu,1,S,sg n,esitatu
esitatu,1,S,sg g,esitatu
eskimo,1,S,sg n,eskimo
eskimo,1,S,sg g,eskimo
esoteerika,1,S,sg n,esoteerika
esoteerika,1,S,sg g,esoteerika
esseistika,1,S,sg n,esseistika
esseistika,1,S,sg g,esseistika
esteetika,1,S,sg n,esteetika
esteetika,1,S,sg g,esteetika
Estonia,1,H,sg n,Estonia
Estonia,1,H,sg g,Estonia
etendaja,1,S,sg n,etendaja
etendaja,1,S,sg g,etendaja
etioloogia,1,S,sg n,etioloogia
etioloogia,1,S,sg g,etioloogia
Etioopia,1,H,sg n,Etioopia
Etioopia,1,H,sg g,Etioopia
etleja,1,S,sg n,etleja
etleja,1,S,sg g,etleja
etnograafia,1,S,sg n,etnograafia
etnograafia,1,S,sg g,etnograafia
etnoloogia,1,S,sg n,etnoloogia
etnoloogia,1,S,sg g,etnoloogia
etümoloogia,1,S,sg n,etümoloogia
etümoloogia,1,S,sg g,etümoloogia
eufoonia,1,S,sg n,eufoonia
eufoonia,1,S,sg g,eufoonia
eufooria,1,S,sg n,eufooria
eufooria,1,S,sg g,eufooria
eugeenika,1,S,sg n,eugeenika
eugeenika,1,S,sg g,eugeenika
Euraasia,1,H,sg n,Euraasia
Euraasia,1,H,sg g,Euraasia
Euroopa,1,H,sg n,Euroopa
Euroopa,1,H,sg g,Euroopa
europeistika,1,S,sg n,europeistika
europeistika,1,S,sg g,europeistika
eurütmia,1,S,sg n,eurütmia
eurütmia,1,S,sg g,eurütmia
eutanaasia,1,S,sg n,eutanaasia
eutanaasia,1,S,sg g,eutanaasia
evakueeritu,1,S,sg n,evakueeritu
evakueeritu,1,S,sg g,evakueeritu
evakueerunu,1,S,sg n,evakueerunu
evakueerunu,1,S,sg g,evakueerunu
faabula,1,S,sg n,faabula
faabula,1,S,sg g,faabula
faksiimile,1,S,sg n,faksiimile
faksiimile,1,S,sg g,faksiimile
faktoloogia,1,S,sg n,faktoloogia
faktoloogia,1,S,sg g,faktoloogia
faktooria,1,S,sg n,faktooria
faktooria,1,S,sg g,faktooria
Falklandi,1,H,sg n,Falklandi
Falklandi,1,H,sg g,Falklandi
fantaasia,1,S,sg n,fantaasia
fantaasia,1,S,sg g,fantaasia
fantaseerija,1,S,sg n,fantaseerija
fantaseerija,1,S,sg g,fantaseerija
fantasmagooria,1,S,sg n,fantasmagooria
fantasmagooria,1,S,sg g,fantasmagooria
fantastika,1,S,sg n,fantastika
fantastika,1,S,sg g,fantastika
farmaatsia,1,S,sg n,farmaatsia
farmaatsia,1,S,sg g,farmaatsia
farmakoloogia,1,S,sg n,farmakoloogia
farmakoloogia,1,S,sg g,farmakoloogia
farmatseutika,1,S,sg n,farmatseutika
farmatseutika,1,S,sg g,farmatseutika
Favora,1,H,sg n,Favora
Favora,1,H,sg g,Favora
Fedotova,1,H,sg n,Fedotova
Fedotova,1,H,sg g,Fedotova
fenoloogia,1,S,sg n,fenoloogia
fenoloogia,1,S,sg g,fenoloogia
fenomenoloogia,1,S,sg n,fenomenoloogia
fenomenoloogia,1,S,sg g,fenomenoloogia
Figaro,1,H,sg n,Figaro
Figaro,1,H,sg g,Figaro
filantroopia,1,S,sg n,filantroopia
filantroopia,1,S,sg g,filantroopia
filateelia,1,S,sg n,filateelia
filateelia,1,S,sg g,filateelia
filharmoonia,1,S,sg n,filharmoonia
filharmoonia,1,S,sg g,filharmoonia
filipika,1,S,sg n,filipika
filipika,1,S,sg g,filipika
Filippova,1,H,sg n,Filippova
Filippova,1,H,sg g,Filippova
fillumeenia,1,S,sg n,fillumeenia
fillumeenia,1,S,sg g,fillumeenia
filokartia,1,S,sg n,filokartia
filokartia,1,S,sg g,filokartia
filoloogia,1,S,sg n,filoloogia
filoloogia,1,S,sg g,filoloogia
filosofeerija,1,S,sg n,filosofeerija
filosofeerija,1,S,sg g,filosofeerija
filosoofia,1,S,sg n,filosoofia
filosoofia,1,S,sg g,filosoofia
finantseerija,1,S,sg n,finantseerija
finantseerija,1,S,sg g,finantseerija
Fjodorova,1,H,sg n,Fjodorova
Fjodorova,1,H,sg g,Fjodorova
flirtija,1,S,sg n,flirtija
flirtija,1,S,sg g,flirtija
Florida,1,H,sg n,Florida
Florida,1,H,sg g,Florida
floristika,1,S,sg n,floristika
floristika,1,S,sg g,floristika
fluorograafia,1,S,sg n,fluorograafia
fluorograafia,1,S,sg g,fluorograafia
Foiniikia,1,H,sg n,Foiniikia
Foiniikia,1,H,sg g,Foiniikia
folkloristika,1,S,sg n,folkloristika
folkloristika,1,S,sg g,folkloristika
foneetika,1,S,sg n,foneetika
foneetika,1,S,sg g,foneetika
fonoloogia,1,S,sg n,fonoloogia
fonoloogia,1,S,sg g,fonoloogia
foobia,1,S,sg n,foobia
foobia,1,S,sg g,foobia
foolio,1,S,sg n,foolio
foolio,1,S,sg g,foolio
foonika,1,S,sg n,foonika
foonika,1,S,sg g,foonika
fotomeetria,1,S,sg n,fotomeetria
fotomeetria,1,S,sg g,fotomeetria
fototüüpia,1,S,sg n,fototüüpia
fototüüpia,1,S,sg g,fototüüpia
fraasitseja,1,S,sg n,fraasitseja
fraasitseja,1,S,sg g,fraasitseja
frankofoonia,1,S,sg n,frankofoonia
frankofoonia,1,S,sg g,frankofoonia
fraseoloogia,1,S,sg n,fraseoloogia
fraseoloogia,1,S,sg g,fraseoloogia
freesia,1,S,sg n,freesia
freesia,1,S,sg g,freesia
frenoloogia,1,S,sg n,frenoloogia
frenoloogia,1,S,sg g,frenoloogia
fuksia,1,S,sg n,fuksia
fuksia,1,S,sg g,fuksia
futuroloogia,1,S,sg n,futuroloogia
futuroloogia,1,S,sg g,futuroloogia
fuuria,1,S,sg n,fuuria
fuuria,1,S,sg g,fuuria
fülogeenia,1,S,sg n,fülogeenia
fülogeenia,1,S,sg g,fülogeenia
füsiaatria,1,S,sg n,füsiaatria
füsiaatria,1,S,sg g,füsiaatria
füsioloogia,1,S,sg n,füsioloogia
füsioloogia,1,S,sg g,füsioloogia
füsionoomia,1,S,sg n,füsionoomia
füsionoomia,1,S,sg g,füsionoomia
füsioteraapia,1,S,sg n,füsioteraapia
füsioteraapia,1,S,sg g,füsioteraapia
fütosanitaaria,1,S,sg n,fütosanitaaria
fütosanitaaria,1,S,sg g,fütosanitaaria
füüsika,1,S,sg n,füüsika
füüsika,1,S,sg g,füüsika
gaasitatu,1,S,sg n,gaasitatu
gaasitatu,1,S,sg g,gaasitatu
galaktika,1,S,sg n,galaktika
galaktika,1,S,sg g,galaktika
Galicia,1,H,sg n,Galicia
Galicia,1,H,sg g,Galicia
Gallia,1,H,sg n,Gallia
Gallia,1,H,sg g,Gallia
galvaanika,1,S,sg n,galvaanika
galvaanika,1,S,sg g,galvaanika
galvanotüüpia,1,S,sg n,galvanotüüpia
galvanotüüpia,1,S,sg g,galvanotüüpia
Gambia,1,H,sg n,Gambia
Gambia,1,H,sg g,Gambia
gardeenia,1,S,sg n,gardeenia
gardeenia,1,S,sg g,gardeenia
gastronoomia,1,S,sg n,gastronoomia
gastronoomia,1,S,sg g,gastronoomia
gastroskoopia,1,S,sg n,gastroskoopia
gastroskoopia,1,S,sg g,gastroskoopia
Gatšina,1,H,sg n,Gatšina
Gatšina,1,H,sg g,Gatšina
Gavrilova,1,H,sg n,Gavrilova
Gavrilova,1,H,sg g,Gavrilova
genealoogia,1,S,sg n,genealoogia
genealoogia,1,S,sg g,genealoogia
geneetika,1,S,sg n,geneetika
geneetika,1,S,sg g,geneetika
Genova,1,H,sg n,Genova
Genova,1,H,sg g,Genova
geodeesia,1,S,sg n,geodeesia
geodeesia,1,S,sg g,geodeesia
geoloogia,1,S,sg n,geoloogia
geoloogia,1,S,sg g,geoloogia
geomeetria,1,S,sg n,geomeetria
geomeetria,1,S,sg g,geomeetria
Georgia,1,H,sg n,Georgia
Georgia,1,H,sg g,Georgia
geotermika,1,S,sg n,geotermika
geotermika,1,S,sg g,geotermika
gerbera,1,S,sg n,gerbera
gerbera,1,S,sg g,gerbera
geriaatria,1,S,sg n,geriaatria
geriaatria,1,S,sg g,geriaatria
germanistika,1,S,sg n,germanistika
germanistika,1,S,sg g,germanistika
germanofoobia,1,S,sg n,germanofoobia
germanofoobia,1,S,sg g,germanofoobia
gerontoloogia,1,S,sg n,gerontoloogia
gerontoloogia,1,S,sg g,gerontoloogia
gigantomaania,1,S,sg n,gigantomaania
gigantomaania,1,S,sg g,gigantomaania
gigolo,1,S,sg n,gigolo
gigolo,1,S,sg g,gigolo
glagoolitsa,1,S,sg n,glagoolitsa
glagoolitsa,1,S,sg g,glagoolitsa
gloksiinia,1,S,sg n,gloksiinia
gloksiinia,1,S,sg g,gloksiinia
glooria,1,S,sg n,glooria
glooria,1,S,sg g,glooria
glossemaatika,1,S,sg n,glossemaatika
glossemaatika,1,S,sg g,glossemaatika
glükeemia,1,S,sg n,glükeemia
glükeemia,1,S,sg g,glükeemia
glütsiinia,1,S,sg n,glütsiinia
glütsiinia,1,S,sg g,glütsiinia
gnoseoloogia,1,S,sg n,gnoseoloogia
gnoseoloogia,1,S,sg g,gnoseoloogia
godeetsia,1,S,sg n,godeetsia
godeetsia,1,S,sg g,godeetsia
gootika,1,S,sg n,gootika
gootika,1,S,sg g,gootika
graafika,1,S,sg n,graafika
graafika,1,S,sg g,graafika
graatsia,1,S,sg n,graatsia
graatsia,1,S,sg g,graatsia
graffiti,1,S,sg n,graffiti
graffiti,1,S,sg g,graffiti
grafiti,1,S,sg n,grafiti
grafiti,1,S,sg g,grafiti
grafoloogia,1,S,sg n,grafoloogia
grafoloogia,1,S,sg g,grafoloogia
grammatika,1,S,sg n,grammatika
grammatika,1,S,sg g,grammatika
grandissimo,1,S,sg n,grandissimo
grandissimo,1,S,sg g,grandissimo
graveerija,1,S,sg n,graveerija
graveerija,1,S,sg g,graveerija
Grigorjeva,1,H,sg n,Grigorjeva
Grigorjeva,1,H,sg g,Grigorjeva
grillija,1,S,sg n,grillija
grillija,1,S,sg g,grillija
grimeerija,1,S,sg n,grimeerija
grimeerija,1,S,sg g,grimeerija
Gruusia,1,H,sg n,Gruusia
Gruusia,1,H,sg g,Gruusia
Guajaana,1,H,sg n,Guajaana
Guajaana,1,H,sg g,Guajaana
gümnastika,1,S,sg n,gümnastika
gümnastika,1,S,sg g,gümnastika
günekoloogia,1,S,sg n,günekoloogia
günekoloogia,1,S,sg g,günekoloogia
Haabersti,1,H,sg n,Haabersti
Haabersti,1,H,sg g,Haabersti
Haaslava,1,H,sg n,Haaslava
Haaslava,1,H,sg g,Haaslava
haavatu,1,S,sg n,haavatu
haavatu,1,S,sg g,haavatu
habemetu,1,A,sg n,habemetu
habemetu,1,A,sg g,habemetu
habetunu,1,S,sg n,habetunu
habetunu,1,S,sg g,habetunu
hageja,1,S,sg n,hageja
hageja,1,S,sg g,hageja
Hageri,1,H,sg n,Hageri
Hageri,1,H,sg g,Hageri
Hagudi,1,H,sg n,Hagudi
Hagudi,1,H,sg g,Hagudi
haige,1,S,sg n,haige
haige,1,S,sg g,haige
haigestunu,1,S,sg n,haigestunu
haigestunu,1,S,sg g,haigestunu
haigla,1,S,sg n,haigla
haigla,1,S,sg g,haigla
haisutu,1,A,sg n,haisutu
haisutu,1,A,sg g,haisutu
hajuti,1,S,sg n,hajuti
hajuti,1,S,sg g,hajuti
Hakassia,1,H,sg n,Hakassia
Hakassia,1,H,sg g,Hakassia
hakkaja,1,S,sg n,hakkaja
hakkaja,1,S,sg g,hakkaja
halastaja,1,S,sg n,halastaja
halastaja,1,S,sg g,halastaja
halastamatu,1,A,sg n,halastamatu
halastamatu,1,A,sg g,halastamatu
haldaja,1,S,sg n,haldaja
haldaja,1,S,sg g,haldaja
Halinga,1,H,sg n,Halinga
Halinga,1,H,sg g,Halinga
Haljala,1,H,sg n,Haljala
Haljala,1,H,sg g,Haljala
haljastu,1,S,sg n,haljastu
haljastu,1,S,sg g,haljastu
Halliste,1,H,sg n,Halliste
Halliste,1,H,sg g,Halliste
halvatu,1,S,sg n,halvatu
halvatu,1,S,sg g,halvatu
hambutu,1,A,sg n,hambutu
hambutu,1,A,sg g,hambutu
Hamina,1,H,sg n,Hamina
Hamina,1,H,sg g,Hamina
hangeldaja,1,S,sg n,hangeldaja
hangeldaja,1,S,sg g,hangeldaja
Hanila,1,H,sg n,Hanila
Hanila,1,H,sg g,Hanila
hanila,1,S,sg n,hanila
hanila,1,S,sg g,hanila
haploloogia,1,S,sg n,haploloogia
haploloogia,1,S,sg g,haploloogia
happetu,1,A,sg n,happetu
happetu,1,A,sg g,happetu
harija,1,S,sg n,harija
harija,1,S,sg g,harija
harimatu,1,A,sg n,harimatu
harimatu,1,A,sg g,harimatu
harjumatu,1,A,sg n,harjumatu
harjumatu,1,A,sg g,harjumatu
harmoonia,1,S,sg n,harmoonia
harmoonia,1,S,sg g,harmoonia
harmoonika,1,S,sg n,harmoonika
harmoonika,1,S,sg g,harmoonika
harrastaja,1,S,sg n,harrastaja
harrastaja,1,S,sg g,harrastaja
hauduja,1,S,sg n,hauduja
hauduja,1,S,sg g,hauduja
hebefreenia,1,S,sg n,hebefreenia
hebefreenia,1,S,sg g,hebefreenia
hedebo,1,S,sg n,hedebo
hedebo,1,S,sg g,hedebo
hegemoonia,1,S,sg n,hegemoonia
hegemoonia,1,S,sg g,hegemoonia
heitja,1,S,sg n,heitja
heitja,1,S,sg g,heitja
heitumatu,1,A,sg n,heitumatu
heitumatu,1,A,sg g,heitumatu
heitunu,1,S,sg n,heitunu
heitunu,1,S,sg g,heitunu
helde,1,A,sg n,helde
helde,1,A,sg g,helde
Helena,1,H,sg n,Helena
Helena,1,H,sg g,Helena
helesti,1,S,sg n,helesti
helesti,1,S,sg g,helesti
helge,1,A,sg n,helge
helge,1,A,sg g,helge
helistaja,1,S,sg n,helistaja
helistaja,1,S,sg g,helistaja
helitu,1,A,sg n,helitu
helitu,1,A,sg g,helitu
hellenistika,1,S,sg n,hellenistika
hellenistika,1,S,sg g,hellenistika
hellitatu,1,S,sg n,hellitatu
hellitatu,1,S,sg g,hellitatu
helmintoloogia,1,S,sg n,helmintoloogia
helmintoloogia,1,S,sg g,helmintoloogia
Helsingi,1,H,sg n,Helsingi
Helsingi,1,H,sg g,Helsingi
Helsinki,1,H,sg n,Helsinki
Helsinki,1,H,sg g,Helsinki
Helveetsia,1,H,sg n,Helveetsia
Helveetsia,1,H,sg g,Helveetsia
hematoloogia,1,S,sg n,hematoloogia
hematoloogia,1,S,sg g,hematoloogia
hematuuria,1,S,sg n,hematuuria
hematuuria,1,S,sg g,hematuuria
hemofiilia,1,S,sg n,hemofiilia
hemofiilia,1,S,sg g,hemofiilia
hemorraagia,1,S,sg n,hemorraagia
hemorraagia,1,S,sg g,hemorraagia
heraldika,1,S,sg n,heraldika
heraldika,1,S,sg g,heraldika
hereesia,1,S,sg n,hereesia
hereesia,1,S,sg g,hereesia
herero,1,S,sg n,herero
herero,1,S,sg g,herero
herkulo,1,S,sg n,herkulo
herkulo,1,S,sg g,herkulo
hermeneutika,1,S,sg n,hermeneutika
hermeneutika,1,S,sg g,hermeneutika
heterofüllia,1,S,sg n,heterofüllia
heterofüllia,1,S,sg g,heterofüllia
heterogaamia,1,S,sg n,heterogaamia
heterogaamia,1,S,sg g,heterogaamia
hetero,1,S,sg n,hetero
hetero,1,S,sg g,hetero
heterotoopia,1,S,sg n,heterotoopia
heterotoopia,1,S,sg g,heterotoopia
heuristika,1,S,sg n,heuristika
heuristika,1,S,sg g,heuristika
hevea,1,S,sg n,hevea
hevea,1,S,sg g,hevea
hierarhia,1,S,sg n,hierarhia
hierarhia,1,S,sg g,hierarhia
higisti,1,S,sg n,higisti
higisti,1,S,sg g,higisti
higitu,1,A,sg n,higitu
higitu,1,A,sg g,higitu
hiigla,1,A,sg n,hiigla
hiigla,1,A,sg g,hiigla
Hiitola,1,H,sg n,Hiitola
Hiitola,1,H,sg g,Hiitola
hilineja,1,S,sg n,hilineja
hilineja,1,S,sg g,hilineja
hilleeria,1,S,sg n,hilleeria
hilleeria,1,S,sg g,hilleeria
Himaalaja,1,H,sg n,Himaalaja
Himaalaja,1,H,sg g,Himaalaja
hindaja,1,S,sg n,hindaja
hindaja,1,S,sg g,hindaja
hindamatu,1,A,sg n,hindamatu
hindamatu,1,A,sg g,hindamatu
hingestaja,1,S,sg n,hingestaja
hingestaja,1,S,sg g,hingestaja
hingetu,1,A,sg n,hingetu
hingetu,1,A,sg g,hingetu
hinnatu,1,S,sg n,hinnatu
hinnatu,1,S,sg g,hinnatu
hirmutaja,1,S,sg n,hirmutaja
hirmutaja,1,S,sg g,hirmutaja
hirmutatu,1,S,sg n,hirmutatu
hirmutatu,1,S,sg g,hirmutatu
hirmutu,1,A,sg n,hirmutu
hirmutu,1,A,sg g,hirmutu
hiromantia,1,S,sg n,hiromantia
hiromantia,1,S,sg g,hiromantia
Hispaania,1,H,sg n,Hispaania
Hispaania,1,H,sg g,Hispaania
histoloogia,1,S,sg n,histoloogia
histoloogia,1,S,sg g,histoloogia
histooria,1,S,sg n,histooria
histooria,1,S,sg g,histooria
historiograafia,1,S,sg n,historiograafia
historiograafia,1,S,sg g,historiograafia
hoidja,1,S,sg n,hoidja
hoidja,1,S,sg g,hoidja
hoidla,1,S,sg n,hoidla
hoidla,1,S,sg g,hoidla
hoiustaja,1,S,sg n,hoiustaja
hoiustaja,1,S,sg g,hoiustaja
holograafia,1,S,sg n,holograafia
holograafia,1,S,sg g,holograafia
homofoonia,1,S,sg n,homofoonia
homofoonia,1,S,sg g,homofoonia
homonüümia,1,S,sg n,homonüümia
homonüümia,1,S,sg g,homonüümia
homöopaatia,1,S,sg n,homöopaatia
homöopaatia,1,S,sg g,homöopaatia
hooldaja,1,S,sg n,hooldaja
hooldaja,1,S,sg g,hooldaja
hooletu,1,A,sg n,hooletu
hooletu,1,A,sg g,hooletu
hoolimatu,1,A,sg n,hoolimatu
hoolimatu,1,A,sg g,hoolimatu
hoolitsematu,1,A,sg n,hoolitsematu
hoolitsematu,1,A,sg g,hoolitsematu
hoonestu,1,S,sg n,hoonestu
hoonestu,1,S,sg g,hoonestu
hoopleja,1,S,sg n,hoopleja
hoopleja,1,S,sg g,hoopleja
Hoosea,1,H,sg n,Hoosea
Hoosea,1,H,sg g,Hoosea
horoskoopia,1,S,sg n,horoskoopia
horoskoopia,1,S,sg g,horoskoopia
hortensia,1,S,sg n,hortensia
hortensia,1,S,sg g,hortensia
hortoloogia,1,S,sg n,hortoloogia
hortoloogia,1,S,sg g,hortoloogia
Horvaatia,1,H,sg n,Horvaatia
Horvaatia,1,H,sg g,Horvaatia
hostia,1,S,sg n,hostia
hostia,1,S,sg g,hostia
hukatu,1,S,sg n,hukatu
hukatu,1,S,sg g,hukatu
hukkunu,1,S,sg n,hukkunu
hukkunu,1,S,sg g,hukkunu
hulkuja,1,S,sg n,hulkuja
hulkuja,1,S,sg g,hulkuja
hullaja,1,S,sg n,hullaja
hullaja,1,S,sg g,hullaja
hullutaja,1,S,sg n,hullutaja
hullutaja,1,S,sg g,hullutaja
humanitaaria,1,S,sg n,humanitaaria
humanitaaria,1,S,sg g,humanitaaria
Hummuli,1,H,sg n,Hummuli
Hummuli,1,H,sg g,Hummuli
hunnitu,1,A,sg n,hunnitu
hunnitu,1,A,sg g,hunnitu
huvitatu,1,S,sg n,huvitatu
huvitatu,1,S,sg g,huvitatu
huvitu,1,A,sg n,huvitu
huvitu,1,A,sg g,huvitu
huvitunu,1,S,sg n,huvitunu
huvitunu,1,S,sg g,huvitunu
hõikaja,1,S,sg n,hõikaja
hõikaja,1,S,sg g,hõikaja
hõõruti,1,S,sg n,hõõruti
hõõruti,1,S,sg g,hõõruti
häbematu,1,A,sg n,häbematu
häbematu,1,A,sg g,häbematu
häbeneja,1,S,sg n,häbeneja
häbeneja,1,S,sg g,häbeneja
häbenematu,1,A,sg n,häbenematu
häbenematu,1,A,sg g,häbenematu
häbitu,1,A,sg n,häbitu
häbitu,1,A,sg g,häbitu
hädaldaja,1,S,sg n,hädaldaja
hädaldaja,1,S,sg g,hädaldaja
hädatseja,1,S,sg n,hädatseja
hädatseja,1,S,sg g,hädatseja
häirimatu,1,A,sg n,häirimatu
häirimatu,1,A,sg g,häirimatu
hännatu,1,A,sg n,hännatu
hännatu,1,A,sg g,hännatu
hävimatu,1,A,sg n,hävimatu
hävimatu,1,A,sg g,hävimatu
hävitaja,1,S,sg n,hävitaja
hävitaja,1,S,sg g,hävitaja
hääbumatu,1,A,sg n,hääbumatu
hääbumatu,1,A,sg g,hääbumatu
hääletaja,1,S,sg n,hääletaja
hääletaja,1,S,sg g,hääletaja
hääletu,1,A,sg n,hääletu
hääletu,1,A,sg g,hääletu
hüdraulika,1,S,sg n,hüdraulika
hüdraulika,1,S,sg g,hüdraulika
hüdreemia,1,S,sg n,hüdreemia
hüdreemia,1,S,sg g,hüdreemia
hüdroloogia,1,S,sg n,hüdroloogia
hüdroloogia,1,S,sg g,hüdroloogia
hüljatu,1,S,sg n,hüljatu
hüljatu,1,S,sg g,hüljatu
hüperesteesia,1,S,sg n,hüperesteesia
hüperesteesia,1,S,sg g,hüperesteesia
hüpleja,1,S,sg n,hüpleja
hüpleja,1,S,sg g,hüpleja
hüpohondria,1,S,sg n,hüpohondria
hüpohondria,1,S,sg g,hüpohondria
hüpoksia,1,S,sg n,hüpoksia
hüpoksia,1,S,sg g,hüpoksia
hüpotermia,1,S,sg n,hüpotermia
hüpotermia,1,S,sg g,hüpotermia
hüpotoonia,1,S,sg n,hüpotoonia
hüpotoonia,1,S,sg g,hüpotoonia
hüppaja,1,S,sg n,hüppaja
