source_value,source_concept_id,concept_id
D09AA08,21602271,19030673
D09AA09,21602272,1750087
D09AA10,21602273,980867
D09AA11,21602274,916460
D09AA12,21602275,1790812
D09AA13,21602276,40172365
D10AA01,21602284,955583
D10AA02,21602285,1506270
D10AA03,21602286,1518254
D10AB02,21602289,1036525
D10AB05,21602291,19072051
D10AD01,21602293,903643
D10AD02,21602294,19008339
D10AD03,21602295,981774
D10AD04,21602296,984232
D10AE01,21602302,918172
D10AF01,21602305,997881
D10AF02,21602306,1746940
D10AF03,21602307,990069
D10AF04,21602308,19009022
D10AF06,45893473,1036252
D10AX01,21602312,957393
D10AX02,21602313,935390
D10AX04,21602315,19123348
D10AX05,21602316,1711759
D10BA01,21602320,984232
D11AC01,21602327,19007748
D11AC06,21602330,1750087
D11AE01,21602335,19004098
D11AH01,21602338,950637
D11AH02,21602339,915935
D11AH03,21602340,1152631
D11AH04,40253354,941052
D11AH05,1501787,1593467
D11AX01,21602342,1309068
D11AX03,21602344,19037038
D11AX04,21602345,19071904
D11AX05,21602346,19093848
D11AX06,21602347,920113
D11AX08,21602348,19016959
D11AX09,21602349,19003691
D11AX10,21602350,996416
D11AX11,21602351,976778
D11AX12,21602352,944360
D11AX13,21602353,929983
D11AX16,21602354,978236
D11AX18,21602355,1124300
D11AX21,43534782,915542
D11AX22,45893486,1784444
D11AX23,1123818,19011904
G01AA01,21602363,922570
G01AA02,21602364,915392
G01AA03,21602365,1717240
G01AA05,21602367,990069
G01AA07,21602369,925952
G01AA10,21602372,997881
G01AC01,21602378,928006
G01AC02,21602379,980867
G01AC03,21602380,19095028
G01AC05,21602381,19016063
G01AC30,21602383,906874
G01AD02,21602386,929549
G01AD03,21602387,19011773
G01AF01,21602392,1707164
G01AF02,21602393,1000632
G01AF04,21602394,907879
G01AF05,21602395,940864
G01AF06,21602396,19024197
G01AF07,21602397,19003491
G01AF08,21602398,942028
G01AF11,21602399,985708
G01AF12,21602400,19095729
G01AF15,21602403,939784
G01AF16,21602404,19016974
G01AF17,21602405,918222
G01AF18,21602406,19123624
G01AF19,45893524,939134
G01AG02,21602409,941472
G01AX02,21602412,44784845
G01AX03,21602413,19075109
G01AX05,21602414,19019029
G01AX06,21602415,1756822
G01AX11,21602417,1750087
G01AX12,21602418,950098
G01AX16,45893525,19068839
G02AB01,21602432,1305637
G02AB02,21602433,19102230
G02AB03,21602434,1345205
G02AD01,21602438,19029421
G02AD02,21602439,1329415
G02AD03,21602440,19011126
G02AD04,21602441,19049150
G02AD06,21602443,1150871
G02CA01,21602454,1563413
G02CA02,21602455,19022494
G02CA03,21602456,19053979
G02CB01,21602458,730548
G02CB02,21602459,19091472
G02CB03,21602460,1558471
G02CB04,21602461,19024140
G02CB05,21602462,19004626
G02CC01,21602465,1177480
G02CC02,21602466,1115008
G02CC03,21602467,19019620
G02CX01,21602470,19122136
G02CX02,40253971,46287445
G03AC01,21602497,1521369
G03AC02,21602498,19092358
G03AC03,21602499,1589505
G03AC05,21602501,1300978
G03AC06,21602502,1500211
G03AC07,21602503,19128258
G03AC08,21602504,1519936
G03AC09,21602505,1588000
G03AC10,1588689,1512674
G03AD01,40254010,1589505
G03AD02,40254011,40225722
G03BA01,21602508,1555887
G03BA02,21602509,1506602
G03BA03,21602510,1636780
G03BB01,21602512,19003140
G03CA01,21602516,1549786
G03CA03,21602517,1548195
G03CA04,21602518,19049038
G03CA06,21602519,19092684
G03CA07,21602520,1549254
G03CA09,21602521,19029079
G03CA57,21602523,1549080
G03CB01,21602525,925102
G03CB02,21602526,1525866
G03CC02,21602530,925102
G03CC04,21602532,1549254
G03CC05,21602533,1525866
G03CC06,21602534,19049038
G03CX01,21602536,19041933
G03DA02,21602540,1500211
G03DA03,21602541,19077143
G03DA04,21602542,1552310
G03DB01,21602544,19040060
G03DB02,21602545,1300978
G03DB03,21602546,19000207
G03DB04,21602547,19015533
G03DB05,21602548,19052689
G03DB06,21602549,19026733
G03DB07,21602550,19052987
G03DB08,40254301,19054876
G03DC01,21602552,19068397
G03DC02,21602553,1521369
G03DC03,21602554,19092358
G03DC04,21602555,19050090
G03DC06,21602556,1595461
G03EK01,21602565,1506602
G03GA01,21602599,1563600
G03GA04,21602602,1515417
G03GA05,21602603,1542948
G03GA06,21602604,1597235
G03GA07,21602605,1543112
G03GB01,21602610,19072083
G03GB02,21602611,1598819
G03HA01,21602615,19010792
G03XA01,21602620,1511449
G03XA02,21602621,19059522
G03XB01,21602623,1508439
G03XB02,43534787,40225722
G03XC01,21602625,1513103
G03XC02,21602626,44506794
G03XC05,43534789,43525773
G04BA01,21602630,912362
G04BA03,21602631,19036781
G04BD01,21602634,19041852
G04BD02,21602635,954853
G04BD04,21602637,918906
G04BD05,21602638,19100440
G04BD06,21602639,19077093
G04BD07,21602640,913782
G04BD08,21602641,916005
G04BD09,21602642,991825
G04BD10,21602643,916230
G04BD11,21602644,19027958
G04BD12,43534790,42873636
G04BE01,21602646,1381504
G04BE02,21602647,1326901
G04BE03,21602648,1316262
G04BE04,21602649,1385800
G04BE06,21602651,19007422
G04BE07,21602652,837027
G04BE08,21602653,1336926
G04BE09,21602654,1311276
G04BE10,45893462,42800040
G04BX01,21602658,992956
G04BX03,21602659,929542
G04BX06,21602660,933724
G04BX11,21602662,19069049
G04BX12,21602663,937712
G04BX13,21602664,928980
G04BX16,1123783,903031
G04CA01,21602668,930021
G04CA02,21602669,924566
G04CA03,21602670,1341238
G04CA04,21602671,19012925
G04CB01,21602675,996416
G04CB02,21602676,989482
H01AA01,21602685,1541079
H01AA02,21602686,19008009
H01AB01,21602688,19063297
H01AC01,21602690,1584910
H01AC02,21602691,1578181
H01AC03,21602692,1502877
H01AC04,21602693,19077457
H01AC05,21602694,1586449
H01AC06,40254881,40231628
H01AX01,21602696,1503432
H01BA01,21602699,1507835
H01BA01,21602699,19006871
H01BA02,21602700,1517070
H01BA03,21602701,19092373
H01BA04,21602702,19119253
H01BA05,21602703,19024362
H01BA06,21602704,19006871
H01BB02,21602707,1326115
H01CA01,21602711,19089810
H01CA02,21602712,1507558
H01CB01,21602715,19136066
H01CB02,21602716,1522957
H01CB03,21602717,1503501
H01CB05,40254906,43012417
H01CC01,21602720,1536743
H01CC02,21602721,1503983
H02AA01,21602725,42903427
H02AA02,21602726,1555120
H02AA03,21602727,19017895
H02AB01,21602729,920458
H02AB02,21602730,1518254
H02AB03,21602731,19055344
H02AB04,21602732,1506270
H02AB05,21602733,19027186
H02AB06,21602734,1550557
H02AB07,21602735,1551099
H02AB08,21602736,903963
H02AB09,21602737,975125
H02AB10,21602738,1507705
H02AB11,21602739,19011127
H02AB12,21602740,977421
H02AB13,21602741,19086888
H02AB14,21602742,19050907
H02AB15,21602743,19009116
H02AB17,21602744,19061907
H02CA01,21602750,19042801
H03AA04,21602757,19016959
H03BA02,21602762,1554072
H03BA03,21602763,19018604
H03BB01,21602765,19040606
H03BB02,21602766,1504620
H03BC01,21602769,19027339
H04AA01,21602778,1560278
H05AA02,21602783,1521987
H05AA03,21602784,43532113
H05BA01,21602787,1537655
H05BX01,21602792,1548111
H05BX02,21602793,1517740
H05BX03,21602794,1512446
H05BX04,1123903,1593331
J01AA01,21602799,1714527
J01AA02,21602800,1738521
J01AA03,21602801,19095043
J01AA04,21602802,19092353
J01AA05,21602803,19003644
J01AA06,21602804,925952
J01AA07,21602805,1836948
J01AA08,21602806,1708880
J01AA09,21602807,19136024
J01AA11,21602809,19047265
J01AA12,21602810,1742432
J01BA01,21602815,990069
J01BA02,21602816,19137362
J01CA01,21602820,1717327
J01CA02,21602821,19047071
J01CA03,21602822,1740546
J01CA04,21602823,1713332
J01CA06,21602825,1734205
J01CA08,21602827,19088223
J01CA09,21602828,19015123
J01CA10,21602829,19007701
J01CA11,21602830,19123877
J01CA12,21602831,1746114
J01CA13,21602832,1702364
J01CA14,21602833,19072054
J01CA15,21602834,19002077
J01CA16,21602835,19000817
J01CA17,21602836,19100438
J01CA18,21602837,19069006
J01CE01,21602841,1728416
J01CE02,21602842,1729720
J01CE03,21602843,19096054
J01CE04,21602844,19018516
J01CE05,21602845,19088795
J01CF01,21602853,1724666
J01CF02,21602854,1800835
J01CF04,21602856,1724703
J01CF05,21602857,19054936
J01CF06,43534792,1713930
J01CG01,21602859,1836241
J01CG02,21602860,1741122
J01DB01,21602870,1786621
J01DB02,21602871,19052683
J01DB03,21602872,19086759
J01DB04,21602873,1771162
J01DB05,21602874,1769535
J01DB07,21602876,19070680
J01DB08,21602877,19086790
J01DB09,21602878,1786842
J01DC01,21602883,1775741
J01DC02,21602884,1778162
J01DC03,21602885,19070174
J01DC04,21602886,1768849
J01DC05,21602887,1774932
J01DC06,21602888,19072857
J01DC07,21602889,19051271
J01DC08,21602890,1708100
J01DC09,21602891,19072255
J01DC10,21602892,1738366
J01DC11,21602893,19028288
J01DD01,21602895,1774470
J01DD02,21602896,1776684
J01DD03,21602897,19051345
J01DD04,21602898,1777806
J01DD06,21602900,19126622
J01DD07,21602901,1777254
J01DD08,21602902,1796435
J01DD09,21602903,19028286
J01DD10,21602904,19028241
J01DD12,21602906,1773402
J01DD13,21602907,1749008
J01DD14,21602908,1749083
J01DD15,21602909,1796458
J01DD16,21602910,1747005
J01DE01,21602915,1748975
J01DE02,21602916,19001904
J01DF01,21602919,1715117
J01DH02,21602921,1709170
J01DH03,21602922,1717963
J01DH04,21602923,1713905
J01DI02,40255830,46274210
J01EA01,21602931,1705674
J01EA02,21602932,19018742
J01EB01,21602935,19000821
J01EB02,21602936,1036425
J01EB03,21602937,19136429
J01EB04,21602938,19136493
J01EB05,21602939,1836503
J01EB06,21602940,1036475
J01EB07,21602941,1036487
J01EC01,21602945,1836430
J01EC02,21602946,1836391
J01EC03,21602947,19136481
J01ED01,21602950,19000818
J01ED02,21602951,19136423
J01ED05,21602954,19000820
J01ED07,21602956,19136426
J01FA01,21602970,1746940
J01FA02,21602971,19070251
J01FA03,21602972,19072122
J01FA05,21602973,19023254
J01FA06,21602974,19063874
J01FA07,21602975,19123240
J01FA08,21602976,19006043
J01FA09,21602977,1750500
J01FA10,21602978,1734104
J01FA11,21602979,19009138
J01FA13,21602981,1790024
J01FA15,21602983,1702911
J01FF01,21602985,997881
J01FF02,21602986,1790692
J01FG01,21602988,19125201
J01GA01,21602992,1836191
J01GB01,21602995,902722
J01GB04,21602997,1784749
J01GB05,21602998,915981
J01GB06,21602999,1790868
J01GB07,21603000,19017585
J01GB08,21603001,19136044
J01GB09,21603002,19023508
J01GB12,21603005,19101402
J01MA01,21603008,923081
J01MA02,21603009,1797513
J01MA03,21603010,19027679
J01MA04,21603011,1743222
J01MA05,21603012,19041153
J01MA06,21603013,1721543
J01MA07,21603014,1707800
J01MA08,21603015,19050750
J01MA09,21603016,1733765
J01MA11,21603018,1747032
J01MA12,21603019,1742253
J01MA13,21603020,1712549
J01MA14,21603021,1716903
J01MA15,21603022,1716721
J01MA16,21603023,1789276
J01MB01,21603028,19036545
J01MB05,21603032,19129642
J01MB06,21603033,997496
J01MB07,21603034,19064329
J01XA01,21603043,1707687
J01XA02,21603044,19078399
J01XA03,21603045,40166675
J01XA04,21603046,45774861
J01XA05,21603047,45776147
J01XB01,21603049,901845
J01XB02,21603050,948582
J01XD01,21603054,1707164
J01XD02,21603055,1702559
J01XD03,21603056,19024197
J01XE01,21603058,920293
J01XX01,21603061,956653
J01XX02,21603062,19102105
J01XX03,21603063,19047240
J01XX04,21603064,1701651
J01XX05,21603065,904356
J01XX06,21603066,19008870
J01XX07,21603067,19015464
J01XX08,21603068,1736887
J01XX09,21603069,1786617
J01XX10,21603070,915175
J01XX11,1588637,45775686
J02AA01,21603074,1717240
J02AB01,21603077,907879
J02AB02,21603078,985708
J02AC01,21603080,1754994
J02AC02,21603081,1703653
J02AC03,21603082,1714277
J02AC04,21603083,1704139
J02AC05,1588651,35606695
J02AX01,21603085,1755112
J02AX04,21603086,1718054
J02AX05,21603087,19018013
J02AX06,21603088,19026450
J04AA01,21603092,1726228
J04AB01,21603096,1710446
J04AB02,21603097,1763204
J04AB03,21603098,19035924
J04AB04,21603099,1777417
J04AB05,21603100,19035953
J04AB30,21603101,19026710
J04AC01,21603103,1782521
J04AD01,21603106,19135812
J04AD03,21603108,1750074
J04AK01,21603110,1759455
J04AK02,21603111,1749301
J04AK03,21603112,19078424
J04AK05,43534795,43012518
J04BA01,21603123,1798476
J04BA02,21603124,1711759
J05AB01,21603131,1703687
J05AB02,21603132,19078156
J05AB03,21603133,908126
J05AB04,21603134,1762711
J05AB06,21603135,1757803
J05AB09,21603136,1703603
J05AB11,21603137,1717704
J05AB12,21603138,1745072
J05AB13,21603139,981654
J05AB14,21603140,1703063
J05AB15,21603141,19122130
J05AC02,21603143,1763339
J05AC03,21603144,19101679
J05AD01,21603146,1724700
J05AE01,21603149,1746244
J05AE02,21603150,1711523
J05AE03,21603151,1748921
J05AE04,21603152,1715472
J05AE05,21603153,1789428
J05AE07,21603155,1736829
J05AE08,21603156,1727223
J05AE09,21603157,1736999
J05AE10,21603158,1756831
J05AE11,40251867,40239330
J05AE12,43534796,40238770
J05AE14,45893264,44785086
J05AE15,45893530,46233931
J05AF01,21603160,1710612
J05AF02,21603161,1724869
J05AF03,21603162,1724827
J05AF04,21603163,1781406
J05AF05,21603164,1704183
J05AF06,21603165,1736971
J05AF07,21603166,1710281
J05AF09,21603168,1703069
J05AF10,21603169,1711246
J05AF11,21603170,1758392
J05AF13,1123612,35605546
J05AG01,21603173,1769389
J05AG02,21603174,1747157
J05AG03,21603175,1738135
J05AG04,21603176,1758536
J05AG05,40252128,40238930
J05AH01,21603178,1708748
J05AH02,21603179,1799139
J05AP01,1501793,1762711
J05AP02,1501770,40239330
J05AP03,1501762,40238770
J05AP05,1501782,44785086
J05AP06,1501772,46233931
J05AP07,1501785,46221696
J05AP08,1501783,44785094
J05AP09,1501880,45892558
J05AX01,21603189,19010924
J05AX02,21603190,43532424
J05AX05,21603191,19083285
J05AX07,21603193,1717002
J05AX08,21603194,1712889
J05AX09,21603195,1787101
J05AX11,43534800,42874212
J05AX12,43534801,43560385
J05AX14,45893499,46221696
J05AX15,45893464,44785094
J05AX16,1588670,45892558
J06AA01,21601248,19031041
J06BB01,21601259,535714
J06BB02,21601260,35604680
J06BB03,21601261,543291
J06BB04,21601262,501343
J06BB05,21601263,19135830
J06BB07,21601265,19122168
J06BB09,21601267,586491
J06BB10,21601268,19031041
J06BB16,21601274,537647
J06BB18,45893477,43013193
J06BB19,1588685,35605786
J06BB21,1123744,1718211
J06BB22,1501763,35603994
J07AF01,21601289,529303
J07AM01,21601316,529411
J07BJ01,21601359,19136026
J07BL01,21601365,559532
L01AA01,21601390,1310317
L01AA02,21601391,1390051
L01AA03,21601392,1301267
L01AA05,21601393,1394337
L01AA06,21601394,19078187
L01AA07,21601395,19101677
L01AA08,21601396,19135793
L01AA09,21601397,19015523
L01AB01,21601399,1333357
L01AB02,21601400,19042545
L01AC01,21601403,19137385
L01AD01,21601407,1350066
L01AD02,21601408,1391846
L01AD04,21601410,19136210
L01AG01,21601415,19104221
L01AX01,21601417,19125635
L01AX02,21601418,19046625
L01AX03,21601419,1341149
L01AX04,21601420,1311409
L01BA01,21601423,1305058
L01BA03,21601424,19038536
L01BA04,21601425,1304919
L01BA05,21601426,40166461
L01BB02,21601428,1436650
L01BB03,21601429,1437379
L01BB04,21601430,19054825
L01BB05,21601431,1395557
L01BB06,21601432,19054821
L01BB07,21601433,19002912
L01BC01,21601435,1311078
L01BC02,21601436,955632
L01BC03,21601437,19056756
L01BC05,21601439,1314924
L01BC06,21601440,1337620
L01BC07,21601441,1314865
L01BC08,21601442,19024728
L01CA01,21601447,19008264
L01CA02,21601448,1308290
L01CA03,21601449,19008336
L01CA04,21601450,1343346
L01CB01,21603718,1350504
L01CB02,21603719,19136750
L01CD01,21603723,1378382
L01CD02,21603724,1315942
L01CD04,40253093,40222431
L01CX01,21603727,35603017
L01DA01,21603730,1311443
L01DB01,21603732,1338512
L01DB02,21603733,1311799
L01DB03,21603734,1344354
L01DB04,21603735,19057483
L01DB06,21603737,19078097
L01DB07,21603738,1309188
L01DB08,21603739,19093366
L01DB09,21603740,19012543
L01DC01,21603742,1329241
L01DC02,21603743,19009165
L01DC03,21603744,1389036
L01DC04,21603745,19025348
L01XA01,21603748,1397599
L01XA02,21603749,1344905
L01XA03,21603750,1318011
L01XA04,21603751,35606078
L01XB01,21603753,1351779
L01XC01,21603755,19132294
L01XC02,21603756,1314273
L01XC03,21603757,1387104
L01XC04,21603758,1312706
L01XC05,21603759,42799711
L01XC06,21603760,1315411
L01XC07,21603761,1397141
L01XC08,21603762,19100985
L01XC10,21603764,40167582
L01XC11,40253136,40238188
L01XC12,40253137,40241969
L01XC13,43534806,42801287
L01XC14,43534807,43525787
L01XC15,43534808,44507676
L01XC16,45893514,46221699
L01XC17,1588647,45892628
L01XC18,1588659,45775965
L01XC19,1588638,45892531
L01XC21,1588646,44818489
L01XC22,1588642,35606215
L01XC23,1123776,35604032
L01XC24,1123898,35605744
L01XC26,1123646,794068
L01XC27,1501755,1718346
L01XC28,1502096,1594034
L01XD03,21603767,19025194
L01XD04,21603768,904351
L01XD05,21603769,19011067
L01XE01,21603772,1304107
L01XE02,21603773,1319193
L01XE03,21603774,1325363
L01XE04,21603775,1336539
L01XE05,21603776,1363387
L01XE06,21603777,1358436
L01XE07,21603778,1359548
L01XE08,21603779,1394023
L01XE09,21603780,19092845
L01XE10,21603781,19011440
L01XE11,21603782,40167554
L01XE12,40253394,40238052
L01XE13,40253395,43533090
L01XE14,40253396,42900401
L01XE15,40253397,40241937
L01XE16,40253398,40242675
L01XE17,40253399,42709322
L01XE18,40253400,40244464
L01XE21,43534810,42903460
L01XE23,43534812,43532299
L01XE24,43534813,43013182
L01XE25,43534814,43532497
L01XE26,45893497,43012292
L01XE27,45893461,44507848
L01XE28,45893189,44818466
L01XE29,1588684,46221433
L01XE31,1588705,45775396
L01XE33,1588683,45892075
L01XE35,1123743,35605522
L01XE36,1123674,35604657
L01XE38,1123829,35605804
L01XE39,1123750,1594003
L01XE41,1502091,1559930
L01XE42,1501764,1592911
L01XE43,1502108,1594187
L01XX01,21603784,19017810
L01XX02,21603785,19012585
L01XX03,21603786,1368823
L01XX05,21603787,1377141
L01XX08,21603789,19031224
L01XX09,21603790,44816310
L01XX10,21603791,988447
L01XX11,21603792,1349025
L01XX14,21603793,903643
L01XX17,21603795,1378509
L01XX19,21603797,1367268
L01XX22,21603798,941052
L01XX23,21603799,1309161
L01XX24,21603800,1326481
L01XX25,21603801,1389888
L01XX27,21603802,1333379
L01XX29,21603803,19051642
L01XX32,21603804,1336825
L01XX33,21603805,1118084
L01XX35,21603806,1381253
L01XX38,21603809,1337651
L01XX39,21603810,40168385
L01XX40,40253429,19069046
L01XX41,40253430,40230712
L01XX42,40253431,46221435
L01XX43,43534815,42709321
L01XX44,43534816,40244266
L01XX45,43534817,42873638
L01XX46,45893489,45892579
L01XX47,45893498,45776944
L01XX48,1588707,46275491
L01XX49,1588658,45776670
L01XX50,1588652,35606214
L01XX52,1123676,35604205
L01XX54,1502095,1593861
L01XX55,1501774,1718850
L02AA01,21603815,1525866
L02AA03,21603817,1549786
L02AA04,21603818,19065450
L02AB01,21603820,1300978
L02AB02,21603821,1500211
L02AE01,21603824,19033280
L02AE02,21603825,1351541
L02AE03,21603826,1366310
L02AE04,21603827,1343039
L02AE05,43534818,1366773
L02BA01,21603831,1436678
L02BA02,21603832,1342346
L02BA03,21603833,1304044
L02BB01,21603835,1356461
L02BB02,21603836,1315286
L02BB03,21603837,1344381
L02BB04,45893476,42900250
L02BG01,21603839,1503057
L02BG02,21603840,19020079
L02BG03,21603841,1348265
L02BG04,21603842,1315946
L02BG06,21603844,1398399
L02BX01,21603846,19010868
L02BX02,21603847,19058410
L02BX03,40253469,40239056
L03AA02,21603851,1304850
L03AA03,21603852,19009676
L03AA09,21603853,1308432
L03AA10,21603854,19009705
L03AA12,21603855,19018070
L03AA13,21603856,1325608
L03AA14,43534819,44506753
L03AB02,21603859,19109079
L03AB03,21603860,19122123
L03AB04,21603861,1379969
L03AB05,21603862,1380068
L03AB06,21603863,19044394
L03AB07,21603864,722424
L03AB08,21603865,713196
L03AB09,21603866,1781314
L03AB10,21603867,1797155
L03AB11,21603868,1714165
L03AB13,45893190,45775146
L03AC01,21603872,1309770
L03AC02,21603873,1318030
L03AX04,21603878,581480
L03AX05,21603879,19102785
L03AX09,21603882,19102231
L03AX11,21603884,19071159
L03AX16,21603889,19017581
L03AX17,40253756,40224095
L04AA02,21603893,19051865
L04AA04,21603895,19003472
L04AA06,21603896,19012565
L04AA10,21603897,19034726
L04AA13,21603898,1101898
L04AA15,21603899,909959
L04AA18,21603900,19011440
L04AA21,21603902,936429
L04AA22,21603903,42900395
L04AA23,21603904,735843
L04AA24,21603905,1186087
L04AA25,21603906,19080458
L04AA26,40253774,40236987
L04AA27,40253775,40226579
L04AA28,40253776,40239665
L04AA29,43534821,42904205
L04AA31,43534822,42900584
L04AA32,43534823,44816294
L04AA33,45893488,45774639
L04AA34,45893494,1312706
L04AA36,1123619,1593457
L04AA37,1123897,1510627
L04AB01,21603908,1151789
L04AB02,21603909,937368
L04AB04,21603911,1119119
L04AB05,21603912,912263
L04AB06,21603913,19041065
L04AC01,21603915,19036892
L04AC02,21603916,19038440
L04AC03,21603917,1114375
L04AC04,21603918,19023450
L04AC05,21603919,40161532
L04AC06,21603920,35606631
L04AC07,21603921,40171288
L04AC08,21603922,40161669
L04AC10,40253794,45892883
L04AC11,45893188,44818461
L04AC12,1588690,1592513
L04AC13,1123622,35603563
L04AC14,1123681,1594587
L04AC16,1501883,1593700
L04AD01,21603924,19010482
L04AD02,21603925,950637
L04AX01,21603927,19014878
L04AX02,21603928,19137042
L04AX03,21603929,1305058
L04AX04,21603930,19026972
L04AX05,40254039,45775206
L04AX06,43534824,43014237
M01AA01,21603935,1135710
M01AA02,21603936,19072129
M01AA03,21603937,19025925
M01AA05,21603938,19018512
M01AA06,21603939,19069191
M01AB01,21603941,1178663
M01AB02,21603942,1236607
M01AB03,21603943,1102917
M01AB04,21603944,19102108
M01AB05,21603945,1124300
M01AB07,21603947,19039703
M01AB08,21603948,1195492
M01AB09,21603949,19071933
M01AB11,21603951,19029398
M01AB14,21603954,19029327
M01AB15,21603955,1136980
M01AB16,21603956,19029393
M01AB17,21603957,19032724
M01AC01,21603961,1146810
M01AC02,21603962,19041220
M01AC04,21603963,19056645
M01AC05,21603964,19049709
M01AC06,21603965,1150345
M01AE01,21603967,1177480
M01AE02,21603968,1115008
M01AE03,21603969,1185922
M01AE04,21603970,1153928
M01AE05,21603971,19095703
M01AE07,21603973,1036636
M01AE09,21603975,1156378
M01AE12,21603978,1118045
M01AE16,21603982,19018431
M01AE17,21603983,19056874
M01AG02,21603988,19042155
M01AG03,21603989,19110711
M01AG04,21603990,19125097
M01AH01,21603992,1118084
M01AH02,21603993,1189754
M01AH03,21603994,1103374
M01AH04,21603995,19003570
M01AH05,21603996,19011355
M01AX01,21603999,1113648
M01AX02,21604000,19019023
M01AX04,21604001,19136654
M01AX05,21604002,1360332
M01AX07,21604003,19019620
M01AX14,21604006,19082874
M01AX17,21604007,19069425
M01AX18,21604008,19135796
M01AX21,21604009,19088915
M01AX22,21604010,19072152
M01AX24,21604012,19003691
M01AX25,21604013,1395573
M01CB03,21604027,1114771
M01CB04,21604028,1163570
M01CC01,21604031,19028050
M02AA01,21604037,1135710
M02AA02,21604038,19072129
M02AA03,21604039,19018512
M02AA04,21604040,19025925
M02AA05,21604041,19019620
M02AA06,21604042,19095561
M02AA07,21604043,1146810
M02AA08,21604044,19100761
M02AA09,21604045,19032724
M02AA10,21604046,1185922
M02AA12,21604048,1115008
M02AA13,21604049,1177480
M02AA15,21604051,1124300
M02AA16,21604052,19135796
M02AA17,21604053,19019023
M02AA18,21604054,19125097
M02AA19,21604055,1156378
M02AA21,21604056,1102917
M02AA23,21604058,1178663
M02AA25,21604060,19029393
M02AA26,40254412,19069425
M02AA27,45893521,19056874
M02AA28,1123632,19133329
M02AB01,21604062,939881
M02AX02,21604066,19002829
M02AX03,21604067,928980
M02AX05,40254420,19018746
M02AX06,43534825,19003296
M03AA01,21604072,19056758
M03AA02,21604073,706644
M03AB01,21604076,836208
M03AC01,21604078,19026674
M03AC02,21604079,19057690
M03AC03,21604080,19012598
M03AC04,21604081,19014341
M03AC05,21604082,19001540
M03AC11,21604088,19015726
M03BA02,21604094,749910
M03BA03,21604095,704943
M03BA04,21604096,19059202
M03BA05,21604097,19061109
M03BB02,21604105,19092290
M03BB03,21604106,795113
M03BX01,21604115,715233
M03BX02,21604116,778474
M03BX03,21604117,19028945
M03BX04,21604118,19003296
M03BX05,21604119,19041813
M03BX06,21604120,19002662
M03BX07,21604121,19041746
M03BX08,21604122,778711
M03CA01,21604127,711714
M04AA01,21604131,1167322
M04AA02,21604132,19100737
M04AA03,21604133,19017742
M04AB01,21604136,1151422
M04AB02,21604137,1236493
M04AB03,21604138,19016754
M04AB05,1588700,35605425
M04AC01,21604141,1101554
M04AX02,21604145,40226208
M05BA02,21604150,19024249
M05BA05,21604153,19011064
M05BA07,21604155,19115051
M05BA08,21604156,1524674
M05BX01,21604166,19067274
M05BX02,21604167,19030673
M05BX04,21604169,40222444
M05BX05,1123746,1510235
M09AA01,21604173,19069075
M09AB01,21604176,19096683
M09AB02,40254972,40172153
M09AB03,45893456,19030387
M09AX06,1501786,40220748
M09AX07,1501882,1593031
N01AB01,21604187,19066747
N01AB02,21604188,43012199
N01AB04,21604189,743196
N01AB06,21604191,782043
N01AB07,21604192,19002770
N01AB08,21604193,19039298
N01AF01,21604195,19005015
N01AF02,21604196,19068964
N01AF03,21604197,700253
N01AH01,21604201,1154029
N01AH02,21604202,19059528
N01AH03,21604203,19078219
N01AH04,21604204,19132889
N01AH05,21604205,19032662
N01AH06,21604206,19016749
N01AX03,21604210,785649
N01AX04,21604211,19135802
N01AX05,21604212,45774409
N01AX07,21604213,19050488
N01AX10,21604214,753626
N01AX11,21604215,769935
N01AX13,21604216,19021129
N01AX15,21604218,19011007
N01BA02,21604223,751698
N01BA03,21604224,1036884
N01BA04,21604225,19049410
N01BA05,21604226,917006
N01BB01,21604229,732893
N01BB02,21604230,989878
N01BB03,21604231,702774
N01BB04,21604232,951279
N01BB06,21604234,923840
N01BB07,21604235,19050484
N01BB08,21604236,19080512
N01BB09,21604237,1136487
N01BB10,21604238,19098741
N01BC01,21604247,1001419
N01BX01,21604249,950316
N01BX02,21604250,992308
N01BX03,21604251,923540
N01BX04,21604252,939881
N02AA01,21604256,1110410
N02AA02,21604257,923829
N02AA03,21604258,1126658
N02AA05,21604260,1124957
N02AA08,21604261,1189596
N02AA10,21604263,19129648
N02AB02,21604271,1102527
N02AB03,21604272,1154029
N02AC01,21604276,19021940
N02AC03,21604277,19134009
N02AC04,21604278,1153664
N02AD01,21604284,1130585
N02AD02,21604285,19132884
N02AE01,21604287,1133201
N02AF01,21604289,1133732
N02AF02,21604290,1114122
N02AX01,21604297,19002431
N02AX02,21604298,1103314
N02AX03,21604299,19088393
N02AX05,21604300,19003010
N02AX06,21604301,19026459
N02BA01,21604305,1112807
N02BA02,21604306,19018432
N02BA05,21604309,1164108
N02BA06,21604310,1137460
N02BA07,21604311,19059506
N02BA08,21604312,19056115
N02BA10,21604314,19016435
N02BA11,21604315,1126128
N02BA16,21604319,19069104
N02BB01,21604330,1036059
N02BB03,21604332,19125628
N02BB04,21604333,19029322
N02BE01,21604344,1125315
N02BE03,21604345,19033710
N02BG04,21604357,19054931
N02BG06,21604359,19015602
N02BG07,21604360,19064698
N02BG08,21604361,19005061
